;minimum;maximum
EX_cobalt2_m;-0.005621725658890213;-0.005621725658890128
EX_confrl_m;-166.66666666666666;0.0
EX_cro4_m;-3.3348139065007367e-12;0.0
EX_csn_m;-166.67121292833414;-0.004546261371287542
EX_cu2_m;-0.03985803492084218;333.29347529841175
EX_cytd_m;-502.6109038674408;162.96869618627733
EX_dad_2_m;-168.8560251120631;165.05418816070613
EX_dca_m;-5.37111096339989e-12;0.0
EX_dcyt_m;-167.46352802048543;166.66666666666666
EX_ddca_m;-1.223613802873539e-12;0.0
EX_dgsn_m;-167.24822493463697;166.51814210211526
EX_din_m;-166.81051290260862;166.66666666666666
EX_doxrbcn_m;0.0;0.0
EX_duri_m;-167.24354660602182;166.66666666666666
EX_enter_m;0.0;1.1700270382182982e-12
EX_etoh_m;-833.3333333333333;666.6666666666713
EX_fald_m;-166.66666666666666;666.6666666666913
EX_fe2_m;-833.3863335886917;666.3406878617554
EX_fe3_m;-999.9999999999999;999.9999999999999
EX_fe3dcit_m;-7.579122514774401e-13;83.33333333333437
EX_fe3pyovd_kt_m;-999.9999999999999;999.9999999999999
EX_feenter_m;-6.560677926851591e-13;0.0
EX_fer_m;0.0;166.66666666666666
EX_for_m;-330.65647245488185;166.6772272537066
EX_fru_m;-171.28687807548286;166.66666666666666
EX_fum_m;-420.1433879148942;166.66666666666666
EX_fusa_m;0.0;0.0
EX_g1p_m;-333.3333333333346;166.66666666666666
EX_g3pc_m;-509.90740993490004;0.0
EX_gal1p_m;-333.3333333333333;166.66666666666666
EX_gal_bD_m;-500.00000000001035;0.0
EX_gal_m;2.9842794901924208e-12;833.3333333333333
EX_galct__D_m;-166.66666666668863;166.66666666670966
EX_galctn__D_m;-171.28687807546004;0.0
EX_galt_m;-84.233206087565;0.0
EX_galur_m;-293.5013278775441;166.66666666666666
EX_gam_m;-2.450535713580334;-2.450535713544139
EX_glc__D_m;-500.00000000000233;666.6666666666666
EX_glcur_m;-290.91286540384453;0.0
EX_gln__L_m;-174.31050369483313;0.0
EX_glu__L_m;-975.8583047356059;500.0
EX_glucan4_m;-5.9117155615240335e-12;0.0
EX_glucan6_m;-3.2590226813529926e-12;0.0
EX_gly_asn__L_m;-4.017026444196992;-1.3251874341242547
EX_gly_asp__L_m;-2.4371615836571436e-12;0.0
EX_gly_cys_m;-3.12105896682624e-12;0.0
EX_gly_gln_m;-5.202136571921921;0.0
EX_gly_glu__L_m;-1.8917460190929583e-12;0.0
EX_gly_leu_m;0.0;0.0
EX_gly_met_m;-2.0625313508529115;0.0
EX_gly_phe_m;-2.4807472290732764;-1.0184847855634873
EX_gly_pro__L_m;-2.1221543041368323e-12;0.0
EX_gly_tyr_m;-1.088387671234823;-1.088387671055481
EX_glyb_m;-164.52028350670213;235.17418916271495
EX_glyc2p_m;-166.6666666666677;0.0
EX_glyc3p_m;-176.57407660156815;500.0
EX_glyc_m;-281.54646485702733;670.3233914116308
EX_glyclt_m;-499.98679081688016;0.0
EX_glyglygln_m;-5.2021365719212405;0.0
EX_gua_m;-221.46922293711526;325.64961174117536
EX_h2_m;-333.3333333333333;333.3333333333333
EX_h2o2_m;-833.3333333333333;166.66666666666666
EX_h2o_m;-999.9999999999999;999.9999999999999
EX_h2s_m;-500.243262499253;498.52307908520186
EX_h_m;-666.6666666666675;999.9999999999999
EX_hdca_m;-5.093537264274066;-3.96152497237943
EX_hdcea_m;-2.751576744230988e-12;0.0
EX_hom__L_m;0.0;7.484383483339721e-12
EX_hpta_m;-1.0610771520684161e-12;0.0
EX_hxa_m;-7.459218428114884e-13;0.0
EX_hxan_m;-296.39026687767057;166.66666666666666
EX_ibt_m;-3.0316490059097606e-13;0.0
EX_icit_m;-413.9535762171743;0.0
EX_id3acald_m;-333.3333333333333;161.78476202948008
EX_ile__L_m;-12.441669144985337;159.83407781031985
EX_ind3ac_m;0.0;652.6962254188844
EX_indole_m;-483.08470560608106;164.23225191746855
EX_inost_m;-4.699055959160129e-12;166.66666666666666
EX_isetac_m;-1.5442462123852843e-12;0.0
EX_istfrnA_m;-999.9999999999999;999.9999999999999
EX_istfrnB_m;-999.9999999999999;999.9999999999999
EX_k_m;-10.973214965357535;-10.973214965357526
EX_lac__D_m;-500.0;0.0
EX_lac__L_m;-334.10644875303296;333.3333333333358
EX_lcts_m;-333.3333333333354;166.66666666666666
EX_leu__D_m;-2.7284841053187847e-12;0.0
EX_leu__L_m;-19.267714798332005;468.9375652292937
EX_lmn2_m;-1.3737159558028602e-12;0.0
EX_lnlc_m;-2.2737367544323206e-13;0.0
EX_lys__L_m;-260.79211524469855;-12.27823773320556
EX_lysglugly_m;-5.447494307494101e-13;0.0
EX_m_xyl_m;0.0;0.0
EX_mal__D_m;-86.30529981426055;0.0
EX_mal__L_m;-170.81772551290936;498.07941755231286
EX_malt_m;-2.8636023548730596;0.0
EX_malthp_m;-82.4264797757124;-58.19469315550906
EX_malthx_m;-28.270417723562396;0.0
EX_malttr_m;-56.540835447118894;0.0
EX_man_m;-166.66666666670463;0.0
EX_manttr_m;-1.5726679218156883e-12;0.0
EX_melib_m;-166.66666666666816;166.66666666666805
EX_meoh_m;-334.94261015328266;263.8536434338441
EX_met_L_ala__L_m;-2.566443671494385;0.0
EX_met__D_m;-7.612024194662889;0.0
EX_met__L_m;-7.612024194518542;4.270065782444968e-12
EX_mg2_m;-0.48768470090872396;-0.4876847009087236
EX_mn2_m;-0.038846124305003;-0.03884612430292951
EX_mnl_m;-166.66666666669585;0.0
EX_mobd_m;-1.762660816309563e-12;3.0316490059097606e-13
EX_mso3_m;-7.579122514774401e-12;0.0
EX_na1_m;1.8947806286936004e-14;1.8947806286936004e-14
EX_nh4_m;-521.4686814442911;704.3646831428977
EX_ni2_m;-6.297851129488663e-12;0.0
EX_nmn_m;-342.2889800747323;-0.06352658935699618
EX_no2_m;-666.6666666666666;833.3333333335046
EX_no3_m;-833.3333333335119;229.13333837439217
EX_nona_m;3.3916573253615448e-12;0.0
EX_novbcn_m;0.0;0.0
EX_o2_m;-931.1670737871785;245.71018238741271
EX_oaa_m;-500.00000000000045;0.0
EX_ocdca_m;-2.2737367544323206e-13;0.0
EX_ocdcea_m;6.821210263296962e-13;0.0
EX_octa_m;3.5299170993615308e-12;0.0
EX_orn__D_m;-8.337034766251842e-13;0.0
EX_orn_m;-261.63429244838113;655.4746028226323
EX_orot_m;-1.674682221373761;0.0
EX_oxa_m;-3.9443009044089666e-12;164.0003663752202
EX_p_xyl_m;0.0;0.0
EX_pacald_m;-2.8800665556142726e-12;166.6666666666717
EX_peng_m;0.0;2.1600499167107046e-11
EX_phedca_m;2.963229661645528e-11;0.0
EX_phehpa_m;-1.0610771520684161e-12;0.0
EX_phehxa_m;-1.5158245029548803e-13;0.0
EX_pheme_m;-0.006373289350592127;-0.006373289345267651
EX_phenona_m;-1.7580011520597811e-12;0.0
EX_pheocta_m;-8.846257060213247e-13;0.0
EX_phept_m;-1.1549835162346274e-12;0.0
EX_pi_m;-24.377147416245116;494.4673610251562
EX_ppa_m;-1.551943758689352e-12;0.0
EX_pro__L_m;-556.8219616615768;-9.411963737509431
EX_pta_m;-1.7503036057557133e-12;0.0
EX_ptrc_m;-162.45245300240222;166.66666666666782
EX_ptsla_m;-3.9740792221942054;0.0
EX_pyovd_kt_m;-999.9999999999999;999.9999999999999
EX_pyr_m;-500.000000000005;0.0
EX_quin_m;-1.6674069532503684e-12;0.0
EX_rib__D_m;-1.5840366055878498e-11;166.66666666667152
EX_rnam_m;-2.864671463006137e-12;342.22545348538574
EX_s_m;-500.00000000000045;664.8143031510958
EX_salchs2_m;-166.66666666666666;2.0297837484880193e-12
EX_salchs4fe_m;6.821210263296962e-13;0.0
EX_ser__D_m;-342.8291482455852;0.0
EX_serglugly_m;0.0;0.0
EX_skm_m;-0.00539412772284791;-0.005394127715499599
EX_so3_m;-166.66666666666774;333.3333333333333
EX_so4_m;-166.84873268588885;-0.096043473049002
EX_srb__L_m;-166.66666666666998;0.0
EX_stfrnA_m;-999.9999999999999;999.9999999999999
EX_stfrnB_m;-999.9999999999999;999.9999999999999
EX_tartr__D_m;-333.3333333333359;0.0
EX_taur_m;-5.002220859751105e-12;0.0
EX_thr__L_m;-215.40144564406341;122.75953289893695
EX_thym_m;-82.37297594312166;333.9272230019677
EX_thymd_m;-167.02356519155617;166.45361437771
EX_tnt_m;-833.333333333387;0.0
EX_tol_m;-0.011232170010875273;163.6831895195461
EX_tre_m;-499.9999999999755;0.0
EX_tsul_m;-333.33333333333485;166.66666666666666
EX_ttdca_m;-1.9923322251239974e-12;0.0
EX_ttdcea_m;-6.111111616746712e-12;0.0
EX_ttrcyc_m;0.0;0.0
EX_tyr__D_m;-52.92436435959141;-2.0376713235117103
EX_ura_m;-338.7488061912196;493.23939712460236
EX_urea_m;-166.66666666666748;493.0221498202254
EX_uri_m;-500.0;166.66666666666666
EX_val__D_m;3.0316490059097606e-13;0.0
EX_val__L_m;-181.2707194647113;642.6020028423052
EX_vanlt_m;-125.92659925266523;0.0
EX_xtsn_m;-192.50291776573178;166.66666666666666
EX_xyl3_m;-1.5916157281026244e-12;0.0
EX_xyl__D_m;-166.6666666666693;8.640199666842818e-12
EX_xylb_m;-2.2737367544323206e-12;0.0
EX_zn2_m;-0.01917008449681554;-0.019170084496812703
EX_12ppd__R_e__AA2;0.0;-6.821210263296962e-12
EX_25dkglcn_e__AA2;-6.547118402977503e-11;0.0
EX_2m35mdntha_e__AA2;0.0;500.0
EX_2pglyc_e__AA2;-32.57994877648507;0.0
EX_35dnta_e__AA2;0.0;500.0
EX_3h4atb_e__AA2;0.0;-1.310340724813841e-13
EX_3mb_e__AA2;-5.4569682106375694e-12;0.0
EX_3oxoadp_e__AA2;-3.888089850079268e-11;0.0
EX_4abut_e__AA2;-1.1368683772161603e-11;0.0
EX_4ahmmp_e__AA2;-2.0463630789890885e-12;0.0
EX_4hbald_e__AA2;0.0;0.0
EX_4hbz_e__AA2;0.0;6.5331177967475895e-12
EX_4hoxpac_e__AA2;-6.917844075360335e-11;0.0
EX_4hpro_LT_e__AA2;-307.3680870792889;0.0
EX_4oxptn_e__AA2;-1.000444171950221e-11;0.0
EX_5drib_e__AA2;0.0;1.0343868123152689e-11
EX_5mdru1p_e__AA2;0.0;3.0127011996228248e-12
EX_LalaDgluMdapDala_e__AA2;-1.5456572127645032;-1.5456572127669024
EX_LalaDgluMdap_e__AA2;-1.7003287666739197e-11;1.9806378759312793e-13
EX_LalaLglu_e__AA2;-1.3642420526593924e-11;0.0
EX_Lcyst_e__AA2;-1.1368683772161603e-12;0.0
EX_R3hdec4e_e__AA2;0.0;1.014655026665423e-11
EX_R_3h6atha_e__AA2;-5.6843418860808015e-12;0.0
EX_R_3hnonaa_e__AA2;4.636291350834654e-12;0.0
EX_abt_e__AA2;0.0;1000.0
EX_ac_e__AA2;-1.5722534385531617e-11;0.0
EX_acald_e__AA2;-1000.0;1.3528733688872308e-11
EX_acgam_e__AA2;-4.689137966806811e-12;0.0
EX_acmana_e__AA2;3.843148022042442e-12;0.0
EX_acnam_e__AA2;1.3078427230084344e-12;0.0
EX_acon_C_e__AA2;2.9274360713316128e-12;0.0
EX_actn__R_e__AA2;-2.5011104298755527e-11;0.0
EX_ad_e__AA2;-8.895995051716454e-12;0.0
EX_ade_e__AA2;-11.363650913929309;-11.36365091389919
EX_agm_e__AA2;1.5063505998114124e-12;0.0
EX_akg_e__AA2;-226.18809885738855;0.0
EX_ala_B_e__AA2;-0.03203895762744104;-0.032038957605986275
EX_ala_L_asp__L_e__AA2;-9.038103598868474e-12;0.0
EX_ala_L_glu__L_e__AA2;-5.9401372709544376e-12;0.0
EX_ala__L_e__AA2;-1.4566126083082054e-12;0.0
EX_alahis_e__AA2;4.547473508864641e-13;0.0
EX_alaleu_e__AA2;-2.2509993868879974e-11;0.0
EX_alathr_e__AA2;-7.694822556914005e-11;0.0
EX_alatrp_e__AA2;-1.6143530956469476e-11;0.0
EX_apc_e__AA2;0.0;0.0
EX_arab__L_e__AA2;-1000.0;0.0
EX_arbt6p_e__AA2;0.0;-3.896438727224449e-12
EX_arbt_e__AA2;3.896438727224449e-12;0.0
EX_arg__L_e__AA2;-16.452894712758535;-16.452894712725254
EX_ascb__L_e__AA2;-4.362732397567015e-11;0.0
EX_asn__L_e__AA2;-13.408248143923348;-13.408248143878962
EX_aso3_e__AA2;0.0;1000.0
EX_aso4_e__AA2;-1000.0;0.0
EX_asp__L_e__AA2;-1.2377654456940945e-11;0.0
EX_balaala_e__AA2;-9.372058684675721e-12;0.0
EX_balabala_e__AA2;-9.158451774737841e-12;0.0
EX_balagly_e__AA2;-9.531930800221744e-12;0.0
EX_balaleu_e__AA2;-2.7284841053187847e-12;0.0
EX_balamd_e__AA2;-1.2050804798491299e-11;0.0
EX_btn_e__AA2;0.0;2.687627898012579e-12
EX_but_e__AA2;-1.9326762412674725e-12;0.0
EX_butso3_e__AA2;-8.69638079525771e-12;0.0
EX_bz_e__AA2;-2.9011168467540926e-13;1000.0
EX_bzalc_e__AA2;-1000.0;0.0
EX_ca2_e__AA2;-0.289518705643737;-0.28951870564373605
EX_carn_e__AA2;-2.3788970793248154e-11;0.0
EX_cd2_e__AA2;0.0;0.0
EX_cellb_e__AA2;-517.1816141291828;0.0
EX_cgly_e__AA2;-1000.0;1000.0
EX_ch4s_e__AA2;0.0;5.434230843093246e-11
EX_chol_e__AA2;0.0;1000.0
EX_chols_e__AA2;-1.63140612130519e-11;0.0
EX_chsterol_e__AA2;-1.5923373730686308e-12;0.0
EX_chtbs_e__AA2;-1.000444171950221e-11;0.0
EX_cinnm_e__AA2;0.0;2.0685120283303604e-12
EX_cit_e__AA2;-1000.0;9.14379683081279e-12
EX_cl_e__AA2;-0.2895187056437364;-0.2895187056437341
EX_cm_e__AA2;0.0;0.0
EX_cmcbtt_e__AA2;0.0;0.0
EX_co2_e__AA2;999.9999999999945;1000.0
EX_co_e__AA2;-2.8750335445693054e-11;5.258016244624741e-12
EX_cobalt2_e__AA2;-0.005562319032540596;-0.0055623190325402305
EX_crn_e__AA2;-1.0946799022804043e-12;0.0
EX_crtn_e__AA2;-1.262456805761758e-11;0.0
EX_cu2_e__AA2;-0.03943684194071265;999.9605631580592
EX_cu_e__AA2;-1000.0;0.0
EX_cyan_e__AA2;-2.2737367544323206e-11;0.0
EX_cynt_e__AA2;-6.934897101018578e-12;0.0
EX_cys__L_e__AA2;-5.126010727633911;0.0
EX_d23hb_e__AA2;0.0;-2.870324811166114e-11
EX_dca_e__AA2;-1.91491267287347e-12;0.0
EX_dmgly_e__AA2;-1.5560885913146194e-11;0.0
EX_dmso2_e__AA2;-1.1823431123048067e-11;0.0
EX_doxrbcn_e__AA2;0.0;0.0
EX_drib_e__AA2;4.320099833421409e-12;0.0
EX_dxyl_e__AA2;-1.8425794223730918e-10;0.0
EX_ecto__L_e__AA2;-5.6843418860808015e-12;0.0
EX_enter_e__AA2;0.0;1.0162093388998983e-11
EX_etha_e__AA2;0.0;-5.6843418860808015e-11
EX_ethso3_e__AA2;-1.3301360013429075e-11;0.0
EX_etoh_e__AA2;-1000.0;1.404032445861958e-11
EX_fald_e__AA2;0.0;1000.0
EX_fcmcbtt_e__AA2;-2.3590018827235326e-11;0.0
EX_fe2_e__AA2;-1000.0;999.6264902769743
EX_fe3_e__AA2;-1000.0;1000.0
EX_fe3dcit_e__AA2;-6.508571459562518e-12;499.99999999999744
EX_fe3dhbzs3_e__AA2;-5.483613563228573e-12;0.0
EX_fe3dhbzs_e__AA2;-1.6370904631912708e-11;0.0
EX_fe3hox_e__AA2;0.0;1000.0
EX_fe3hox_un_e__AA2;-1000.0;0.0
EX_fe3pyovd_kt_e__AA2;-1000.0;1000.0
EX_feenter_e__AA2;-5.900835375882707e-12;0.0
EX_feoxam_e__AA2;-5.9117155615240335e-12;0.0
EX_feoxam_un_e__AA2;0.0;0.0
EX_fol_e__AA2;-0.03721191432769662;-0.03721191432110238
EX_for_e__AA2;-2.8421709430404007e-13;5.996408231068173e-11
EX_fru_e__AA2;3.673505943879718e-12;0.0
EX_fuc_e__AA2;-4.781242068929714e-11;0.0
EX_fum_e__AA2;-6.620454184869118e-11;0.0
EX_fusa_e__AA2;0.0;0.0
EX_g3pc_e__AA2;-1000.0;0.0
EX_g3pe_e__AA2;-6.616485137556083e-11;2.6574298317427747e-12
EX_g3pg_e__AA2;-1000.0;-999.9999999999966
EX_g3pi_e__AA2;-1.3642420526593924e-12;0.0
EX_g3ps_e__AA2;-1000.0;0.0
EX_gal_bD_e__AA2;-1000.0;0.0
EX_gal_e__AA2;0.0;1000.0
EX_galctn__D_e__AA2;-3.611511090184649e-11;0.0
EX_galt_e__AA2;-1.8900436771218665e-11;0.0
EX_galur_e__AA2;-1.5973000699887052e-11;0.0
EX_gam_e__AA2;-5.255724007523032;-5.255724007408801
EX_glc__D_e__AA2;-2.5579538487363607e-11;0.0
EX_glc__aD_e__AA2;2.3163693185779266e-12;0.0
EX_glcn_e__AA2;-3.044320351364149e-11;1000.0
EX_glcr_e__AA2;-1.9099388737231493e-11;1000.0
EX_glcur_e__AA2;-1000.0;0.0
EX_gln__L_e__AA2;-14.650202737525873;0.0
EX_glu__L_e__AA2;-1000.0;1000.0
EX_glutar_e__AA2;-2.773958840407431e-11;0.0
EX_gly_asn__L_e__AA2;-2.000888343900442e-11;0.0
EX_gly_asp__L_e__AA2;0.0;0.0
EX_gly_e__AA2;-9.094947017729282e-12;0.0
EX_gly_glu__L_e__AA2;1.0686562745831907e-11;0.0
EX_gly_pro__L_e__AA2;-4.2656461805713463e-11;0.0
EX_glyb_e__AA2;0.0;5.058353735876153e-11
EX_glyc2p_e__AA2;-2.0236257114447653e-11;0.0
EX_glyc3p_e__AA2;6.81277256830981e-11;1000.0
EX_glyc_e__AA2;943.0251105264458;1000.0
EX_glygln_e__AA2;-14.650202737497949;0.0
EX_glyglu_e__AA2;-1.8189894035458565e-11;0.0
EX_glygly_e__AA2;0.0;0.0
EX_glymet_e__AA2;-8.560909599840798;0.0
EX_glyphe_e__AA2;-10.305030355640724;0.0
EX_glyser_e__AA2;-2.7284841053187847e-11;0.0
EX_gsn_e__AA2;0.0;5.490718990586174e-12
EX_gthrd_e__AA2;-1000.0;1000.0
EX_gua_e__AA2;-13.467097479267444;-13.467097479243291
EX_h2_e__AA2;0.0;0.0
EX_h2o2_e__AA2;-1000.0;0.0
EX_h2o_e__AA2;-1000.0;1000.0
EX_h2s_e__AA2;-0.24129339965351002;6.571099220309407e-11
EX_h_e__AA2;-1000.0;1000.0
EX_hco3_e__AA2;-2.2424728740588762e-11;0.0
EX_hia_e__AA2;0.0;2.205524651799351e-11
EX_his__L_e__AA2;-2.1827872842550278e-11;0.0
EX_hisgly_e__AA2;-4.3655745685100555e-11;0.0
EX_hishis_e__AA2;-2.6348149025284897;-2.634814902526035
EX_hom__L_e__AA2;0.0;1.3301360013429075e-11
EX_hxa_e__AA2;-7.048583938740194e-12;0.0
EX_hxan_e__AA2;-1.865174681370263e-13;0.0
EX_icit_e__AA2;-3.183231456205249e-12;0.0
EX_id3acald_e__AA2;-1000.0;0.0
EX_ile__L_e__AA2;-16.160149862049213;-16.16014986206057
EX_ind3ac_e__AA2;0.0;1000.0
EX_indole_e__AA2;-3.161789007667039;-3.161789007651566
EX_inost_e__AA2;-2.4248075769506272e-11;0.0
EX_ins_e__AA2;0.0;-6.508890648682097e-13
EX_isetac_e__AA2;-7.275957614183426e-12;0.0
EX_istfrnA_e__AA2;-1000.0;1000.0
EX_istfrnB_e__AA2;-1000.0;1000.0
EX_k_e__AA2;-10.857257389186884;-10.857257389186852
EX_lcts_e__AA2;-7.389644451905042e-13;0.0
EX_leu__D_e__AA2;-1.2732925824820995e-11;0.0
EX_leu__L_e__AA2;-25.05997156049534;-25.059971560461577
EX_leuleu_e__AA2;0.0;0.0
EX_lipoate_e__AA2;-3.977103368857371e-12;0.0
EX_lnlc_e__AA2;-3.637978807091713e-12;0.0
EX_lys__D_e__AA2;1.0231815394945443e-12;0.0
EX_lys__L_e__AA2;-2.2019719381205505e-11;7.496225862269057e-13
EX_m_xyl_e__AA2;0.0;0.0
EX_mal__D_e__AA2;-2.2112089936854318e-11;0.0
EX_mal__L_e__AA2;-2.580691216280684e-11;0.0
EX_malt_e__AA2;-17.181614129182833;0.0
EX_malthp_e__AA2;-1.4551915228366852e-11;0.0
EX_malthx_e__AA2;-1.9554136088117957e-11;0.0
EX_malttr_e__AA2;-2.1081802970002173e-11;0.0
EX_maltttr_e__AA2;-5.9827698351000436e-12;0.0
EX_man_e__AA2;-8.022027486731531e-12;0.0
EX_melib_e__AA2;0.0;6.945555242054979e-12
EX_meoh_e__AA2;-1000.0;32.54790981899302
EX_met_L_ala__L_e__AA2;-5.5706550483591855e-11;0.0
EX_met__D_e__AA2;-8.560909599771637;0.0
EX_met__L_e__AA2;-8.560909599805587;0.0
EX_mg2_e__AA2;-0.48253117607289475;-0.48253117607289314
EX_mn2_e__AA2;-0.03843562451485536;-0.03843562451485535
EX_mnl_e__AA2;-7.076028651908928e-11;0.0
EX_mobd_e__AA2;-2.1373125491663814e-11;0.0
EX_mso3_e__AA2;-8.640199666842818e-12;0.0
EX_n2o_e__AA2;0.0;500.0
EX_na1_e__AA2;0.0;0.0
EX_nh4_e__AA2;-1000.0;-773.8119011425388
EX_ni2_e__AA2;0.0;0.0
EX_nmn_e__AA2;-53.622591038967585;0.0
EX_no2_e__AA2;0.0;1000.0
EX_no3_e__AA2;-1000.0;0.0
EX_no_e__AA2;-1000.0;0.0
EX_novbcn_e__AA2;0.0;0.0
EX_o2_e__AA2;-1000.0;464.3883348650901
EX_oaa_e__AA2;-1.318767317570746e-11;0.0
EX_octa_e__AA2;3.0233593406592263e-12;0.0
EX_orn_e__AA2;-1.2278178473934531e-11;0.0
EX_orot_e__AA2;-2.205524651799351e-11;0.0
EX_oxa_e__AA2;-5.996408231068173e-11;2.8421709430404007e-13
EX_p_xyl_e__AA2;0.0;0.0
EX_pacald_e__AA2;0.0;1.7773560401224131e-12
EX_peamn_e__AA2;-1.864464138634503e-11;0.0
EX_phe__L_e__AA2;-10.30503035564277;0.0
EX_phedca_e__AA2;-2.6552982035354944e-11;0.0
EX_pheme_e__AA2;-0.012403971442379823;-0.012403971441263354
EX_phenona_e__AA2;-2.7284841053187847e-12;0.0
EX_pi_e__AA2;946.3774089609868;1000.0
EX_pime_e__AA2;-7.212008767965017e-12;0.0
EX_ppa_e__AA2;-1.5234036254696548e-11;0.0
EX_ppoh_e__AA2;-3.637978807091713e-12;0.0
EX_pro__L_e__AA2;-319.66387141664035;-12.29578433738171
EX_progly_e__AA2;1.0443645948043923e-11;0.0
EX_prohisglu_e__AA2;-3.3651303965598345e-11;0.0
EX_psclys_e__AA2;-19.087709615258177;-19.08770961524965
EX_ptrc_e__AA2;-1.8189894035458565e-12;0.0
EX_ptsla_e__AA2;-1.2448708730516955e-11;0.0
EX_pyovd_kt_e__AA2;-1000.0;1000.0
EX_pyr_e__AA2;-2.531130860461417e-11;0.0
EX_raffin_e__AA2;-1.20579102258489e-11;0.0
EX_rib__D_e__AA2;-4.774847184307873e-12;1.616662359538168e-11
EX_ribflv_e__AA2;-0.02480794288512329;-0.024807942883517328
EX_rmn_e__AA2;-1.4097167877480388e-11;0.0
EX_rnam_e__AA2;0.0;53.622591038967585
EX_s_e__AA2;-5.86185960882446e-12;-1.733913360113526e-12
EX_salc_e__AA2;7.16227077646181e-12;0.0
EX_salchs2_e__AA2;0.0;7.279510327862226e-12
EX_salchs4fe_e__AA2;-6.821210263296962e-12;0.0
EX_salchsx_e__AA2;0.0;1.2050804798491299e-11
EX_sbt__D_e__AA2;-3.751665644813329e-11;0.0
EX_sel_e__AA2;-9.663381206337363e-12;0.0
EX_ser__D_e__AA2;-56.974889473581385;0.0
EX_ser__L_e__AA2;-6.9686478809671826e-12;1000.0
EX_serglugly_e__AA2;-2.1032064978498966e-11;0.0
EX_sheme_e__AA2;-0.012403971442565484;-0.012403971439613118
EX_skm_e__AA2;-0.005562319056826896;-0.005562319023143747
EX_slnt_e__AA2;0.0;3.637978807091713e-12
EX_so3_e__AA2;-1.3642420526593924e-12;0.0
EX_so4_e__AA2;-0.24129339963718024;0.0
EX_spmd_e__AA2;-4.888534022029489e-12;1.3415046851150692e-11
EX_stfrnA_e__AA2;-1000.0;1000.0
EX_stfrnB_e__AA2;-1000.0;1000.0
EX_sucr_e__AA2;-8.363087999896379e-12;0.0
EX_sulfac_e__AA2;-9.023892744153272e-12;0.0
EX_tartr__D_e__AA2;-4.714190149357478e-11;0.0
EX_tartr__L_e__AA2;-3.785771696129814e-11;0.0
EX_taur_e__AA2;1.8189894035458565e-12;0.0
EX_tcynt_e__AA2;0.0;-2.7284841053187847e-11
EX_thm_e__AA2;-0.012403971442565477;-0.012403971438245355
EX_thr__L_e__AA2;-14.110880284098947;-14.11088028404309
EX_tnt_e__AA2;-1000.0;0.0
EX_tol_e__AA2;0.0;0.0
EX_tre_e__AA2;0.0;0.0
EX_trp__L_e__AA2;-7.73070496506989e-12;0.0
EX_tsul_e__AA2;-5.9117155615240335e-12;0.0
EX_ttrcyc_e__AA2;0.0;0.0
EX_tyr__D_e__AA2;-7.670215453123038;-7.670215453100248
EX_tyr__L_e__AA2;-1.6918022538447985e-11;0.0
EX_ura_e__AA2;-18.39987324372556;-18.399873243707777
EX_val__D_e__AA2;-2.1827872842550278e-11;0.0
EX_val__L_e__AA2;976.4303405777323;976.43034057792
EX_xyl__D_e__AA2;3.3651303965598345e-11;0.0
EX_xylu__L_e__AA2;-1.2732925824820995e-11;0.0
EX_zn2_e__AA2;-0.018967507900963347;-0.018967507900963212
12DGR120tipp__AA2;0.0;5.9117155615240335e-12
12DGR140tipp__AA2;0.0;5.6843418860808015e-12
12DGR141tipp__AA2;0.0;0.0
12DGR161tipp__AA2;0.0;5.4569682106375694e-12
12DGR180tipp__AA2;0.0;6.821210263296962e-12
12PPDRte__AA2;0.0;-6.821210263296962e-12
13PPDH__AA2;0.0;0.0
1P2CBXLCYCL__AA2;0.0;-2.5011104298755527e-12
1P2CBXLR__AA2;0.0;1000.0
1PPDCRc__AA2;0.0;1.2050804798491299e-11
1PY4h3cAH__AA2;0.0;307.3680870793231
23CTI1__AA2;0.0;980.2048190270546
23CTI2__AA2;0.0;980.2048190269844
23CTI3__AA2;0.0;1.2278178473934531e-11
25DKGLCNt2rpp__AA2;0.0;6.547118402977503e-11
25DKGLCNtex__AA2;0.0;6.547118402977503e-11
2AGPE120tipp__AA2;0.0;3.154809746774845e-12
2AGPE161tipp__AA2;0.0;1.920907877206446e-12
2AGPE180tipp__AA2;0.0;3.26139115713886e-12
2AGPE181tipp__AA2;0.0;3.673505943879718e-12
2AGPEAT120__AA2;0.0;4.092726157978177e-12
2AGPEAT160__AA2;-2.086331107875594e-12;8.58335624798201e-12
2AGPEAT161__AA2;-2.3279156380340282e-12;2.241762331323116e-12
2AGPEAT180__AA2;0.0;-2.1483335943539572e-12
2AGPEAT181__AA2;0.0;3.82982534574694e-12
2AGPG120tipp__AA2;0.0;2.0463630789890885e-12
2AGPG140tipp__AA2;0.0;-2.1316282072803006e-12
2AGPG141tipp__AA2;0.0;8.029132914089132e-13
2AGPG160tipp__AA2;0.0;4.050093593832571e-12
2AGPG161tipp__AA2;0.0;1.5916157281026244e-12
2AGPG180tipp__AA2;0.0;3.751665644813329e-12
2AGPG181tipp__AA2;0.0;-3.021582983819826e-12
2AGPGAT120__AA2;0.0;5.208278253121534e-12
2AGPGAT140__AA2;0.0;6.139089236967266e-12
2AGPGAT141__AA2;0.0;2.106759211528697e-12
2AGPGAT160__AA2;0.0;4.135358722123783e-12
