12DGR120tipp__AA1;0.0;-5.4001247917767614e-12
12DGR120tipp__AA2;0.0;-3.40349970429088e-12
12DGR120tipp__AA3;0.0;-3.979039320256561e-13
12DGR120tipp__AA4;0.0;-7.005951374594588e-12
12DGR120tipp__AA5;0.0;-6.366462912410498e-12
12DGR120tipp__AA6;0.0;-1.2505552149377763e-12
12DGR140tipp__AA1;0.0;-2.7284841053187847e-12
12DGR140tipp__AA2;0.0;-1.1937117960769683e-12
12DGR140tipp__AA3;0.0;-8.526512829121202e-13
12DGR140tipp__AA4;0.0;2.4158453015843406e-12
12DGR140tipp__AA5;0.0;-1.48929757415317e-11
12DGR140tipp__AA6;-4.318323476582009e-12;-6.821210263296962e-12
12DGR141tipp__AA1;0.0;-9.279688129026908e-12
12DGR141tipp__AA2;0.0;-1.2938983218191424e-11
12DGR141tipp__AA3;0.0;-4.071409875905374e-12
12DGR141tipp__AA4;0.0;1.241318159372895e-11
12DGR141tipp__AA5;0.0;-7.815970093361102e-13
12DGR141tipp__AA6;0.0;-1.0686562745831907e-11
12DGR160tipp__AA3;0.0;-3.916866830877552e-12
12DGR160tipp__AA5;0.0;-2.1600499167107046e-12
12DGR161tipp__AA1;0.0;6.821210263296962e-13
12DGR161tipp__AA2;0.0;-8.803624496067641e-12
12DGR161tipp__AA3;0.0;-5.7696070143720135e-12
12DGR161tipp__AA4;1.1850811492103301;1.185081149213731
12DGR161tipp__AA5;1.2134340533627914;1.21343405322545
12DGR161tipp__AA6;0.0;-6.821210263296962e-13
12DGR180tipp__AA1;0.0;-9.777068044058979e-12
12DGR180tipp__AA2;-3.623767952376511e-13;-1.1930012533412082e-11
12DGR180tipp__AA4;0.0;2.0961010704922955e-12
12DGR180tipp__AA5;0.0;1.2093437362636905e-11
12DGR180tipp__AA6;0.0;9.308109838457312e-13
12DGR181tipp__AA1;0.0;2.2737367544323206e-13
12DGR181tipp__AA3;0.0;1.4779288903810084e-12
12DGR181tipp__AA5;3.694822225952521e-13;3.240074875066057e-12
12PPDRte__AA2;0.0;8.526512829121202e-12
12PPDRte__AA3;0.0;-4.9040715932591183e-11
12PPDRte__AA4;0.0;5.937916824905187e-12
12PPDRte__AA6;-5.286437954055145e-12;-7.844391802791506e-12
12PPDRtex__AA4;0.0;0.0
12PPDStex__AA4;0.0;0.0
12PPDt__AA6;6.115330464240287e-12;0.0
13PPDH__AA2;0.0;0.0
13PPDH__AA6;0.0;0.0
13PPDH2__AA4;0.0;0.0
13PPDH2__AA5;0.0;0.0
13PPDH2_1__AA5;0.0;0.0
14GLUCANabcpp__AA4;0.0;0.0
14GLUCANabcpp__AA5;0.0;0.0
14GLUCANtexi__AA1;0.0;0.0
14GLUCANtexi__AA4;0.0;0.0
14GLUCANtexi__AA5;0.0;0.0
1P2CBXLCYCL__AA1;0.0;0.0
1P2CBXLCYCL__AA2;0.0;5.8832938520936295e-12
1P2CBXLCYCL__AA6;0.0;1.8033574633591343e-11
1P2CBXLR__AA1;0.0;1000.0
1P2CBXLR__AA2;0.0;1000.0
1P2CBXLR__AA6;0.0;1000.0
1PPDCRc__AA2;0.0;0.0
1PPDCRc__AA6;0.0;0.0
1PY4h3cAH__AA2;0.0;0.0
23CAMPtex__AA4;0.0;0.0
23CCMPtex__AA4;0.0;0.0
23CGMPtex__AA4;0.0;0.0
23CTI1__AA1;0.0;993.5607511187679
23CTI1__AA2;0.0;1000.0
23CTI1__AA3;0.0;-7.105427357601002e-13
23CTI2__AA1;0.0;993.5607511187559
23CTI2__AA2;0.0;1000.0
23CTI2__AA3;0.0;989.0268982676929
23CTI3__AA1;0.0;0.0
23CTI3__AA2;0.0;0.0
23CTI3__AA3;0.0;0.0
23CUMPtex__AA4;0.0;0.0
23DK5MPPISO__AA1;-1000.0;0.0
23DK5MPPISO__AA6;0.0;-1.7621459846850485e-12
23PDE2pp__AA4;0.0;0.0
23PDE4pp__AA4;0.0;0.0
23PDE7pp__AA4;0.0;0.0
23PDE9pp__AA4;0.0;0.0
24DECOAR__AA1;0.0;0.0
24DECOAR__AA3;0.0;0.0
24DECOAR__AA4;0.0;0.0
24DECOAR__AA6;0.0;0.0
25DKGLCNt2rpp__AA2;0.0;0.0
25DKGLCNt2rpp__AA4;0.0;0.0
25DKGLCNt2rpp__AA5;0.0;0.0
25DKGLCNt2rpp__AA6;0.0;0.0
25DKGLCNtex__AA2;0.0;0.0
25DKGLCNtex__AA4;0.0;0.0
25DKGLCNtex__AA5;0.0;0.0
25DKGLCNtex__AA6;0.0;0.0
26DAHtex__AA4;0.0;0.0
2AACLPGT160__AA1;0.0;2.8421709430404007e-12
2AACLPGT160__AA6;0.0;3.194132458528287e-12
2AACLPGT180__AA3;1.5120349416974932e-11;2.1316282072803006e-12
2AACLPGT181__AA1;0.0;-6.252776074688882e-13
2AACLPGT181__AA6;0.0;2.2566837287740782e-11
2AACLPPEAT160__AA1;0.0;-1.2674306049120787e-12
2AACLPPEAT160__AA6;0.0;3.4766946266362453e-12
2AACLPPEAT181__AA1;0.0;-2.3585820796423462e-12
2AACLPPEAT181__AA6;0.0;-4.320099833421409e-12
2ACLMM__AA1;0.0;1000.0
2ACLMM__AA3;0.0;1000.0
2AGPA160tipp__AA4;0.0;1.319255815701581e-11
2AGPA160tipp__AA6;0.0;8.846257060213247e-13
2AGPA161tipp__AA3;0.0;-2.2737367544323206e-12
2AGPA161tipp__AA4;0.0;8.095746295566641e-13
2AGPA161tipp__AA6;0.0;-1.6431300764452317e-13
2AGPA181tipp__AA4;0.0;2.5508484213787597e-12
