12DGR120tipp__AA1;-8.029132914089132e-13;-3.105071755271638e-12
12DGR120tipp__AA2;0.0;-3.7552183584921295e-11
12DGR120tipp__AA3;0.0;2.1524115823012835e-11
12DGR120tipp__AA4;0.0;-4.547473508864641e-13
12DGR120tipp__AA5;0.0;1.6143530956469476e-11
12DGR120tipp__AA6;1.91580085129317e-12;2.9558577807620168e-12
12DGR140tipp__AA1;0.0;5.9117155615240335e-12
12DGR140tipp__AA2;0.0;9.066525308298878e-12
12DGR140tipp__AA3;0.0;4.462208380573429e-12
12DGR140tipp__AA4;0.0;7.567280135845067e-13
12DGR140tipp__AA5;0.0;9.85281300991403e-13
12DGR140tipp__AA6;0.0;-4.547473508864641e-13
12DGR141tipp__AA1;0.0;4.597211500367848e-12
12DGR141tipp__AA2;0.0;1.1318945780658396e-11
12DGR141tipp__AA3;0.0;9.57456336436735e-13
12DGR141tipp__AA4;0.0;8.86757334228605e-12
12DGR141tipp__AA5;0.0;-3.751665644813329e-12
12DGR141tipp__AA6;0.0;5.229594535194337e-12
12DGR160tipp__AA3;0.0;1.1444178937836114e-11
12DGR160tipp__AA5;0.0;-5.195843755245733e-12
12DGR161tipp__AA1;0.0;0.0
12DGR161tipp__AA2;0.0;5.25091081726714e-12
12DGR161tipp__AA3;0.0;4.092726157978177e-12
12DGR161tipp__AA4;1.1850811492134985;1.1850811492119946
12DGR161tipp__AA5;1.2134340533267898;1.2134340534330663
12DGR161tipp__AA6;0.0;1.1198153515579179e-11
12DGR180tipp__AA1;0.0;-3.517186542012496e-12
12DGR180tipp__AA2;0.0;3.637978807091713e-12
12DGR180tipp__AA4;0.0;6.281197784119286e-12
12DGR180tipp__AA5;0.0;8.949285756898462e-12
12DGR180tipp__AA6;0.0;6.366462912410498e-12
12DGR181tipp__AA1;0.0;2.0463630789890885e-12
12DGR181tipp__AA3;0.0;0.0
12DGR181tipp__AA5;0.0;-2.3590018827235326e-12
12PPDRte__AA2;0.0;9.549694368615746e-12
12PPDRte__AA3;0.0;-3.069544618483633e-12
12PPDRte__AA4;0.0;1.0556888696555689e-11
12PPDRte__AA6;-1.3869794202037156e-11;8.29913915367797e-12
12PPDRtex__AA4;0.0;0.0
12PPDStex__AA4;0.0;0.0
12PPDt__AA6;2.3376856006507296e-12;0.0
13PPDH__AA2;0.0;0.0
13PPDH__AA6;0.0;0.0
13PPDH2__AA4;0.0;0.0
13PPDH2__AA5;0.0;0.0
13PPDH2_1__AA5;0.0;0.0
14GLUCANabcpp__AA4;0.0;0.0
14GLUCANabcpp__AA5;0.0;0.0
14GLUCANtexi__AA1;0.0;0.0
14GLUCANtexi__AA4;0.0;0.0
14GLUCANtexi__AA5;0.0;2.6517454898566942e-12
1P2CBXLCYCL__AA1;0.0;0.0
1P2CBXLCYCL__AA2;0.0;4.217781679471955e-11
1P2CBXLCYCL__AA6;0.0;1.6854073692229576e-11
1P2CBXLR__AA1;0.0;1000.0
