;minimum;maximum
HIBD__AA2;0.0;7.602807272633072e-12
HIPB__AA2;0.0;-9.094947017729282e-13
HISDr__AA2;0.0;2.546585164964199e-11
HISGLYabcpp__AA2;0.0;0.0
HISGLYtex__AA2;0.0;0.0
HISHISabcpp__AA2;2.6348149025008283;2.634814902529797
HISHIStex__AA2;2.6348149025008283;2.634814902529797
HISTP__AA2;0.0;2.1520563109334034e-12
HISabc__AA2;0.0;1.2732925824820995e-11
HISabcpp__AA2;0.0;2.4556356947869062e-11
HIStex__AA2;0.0;1.8189894035458565e-11
HKtpp__AA2;0.0;1.77351466845721e-11
HMBS__AA2;0.0;1.0231815394945443e-12
HMGL__AA2;0.0;1.2050804798491299e-11
HMGL_2__AA2;0.0;1.2050804798491299e-11
HMPK1__AA2;0.0;1.2278178473934531e-11
HMPPtr__AA2;0.0;5.580425010975887e-12
HMPSCD__AA2;0.0;0.0
HMR_0260__AA2;0.0;9.094947017729282e-12
HMSH__AA2;0.0;3.637978807091713e-12
HOMt2pp__AA2;0.0;2.8421709430404007e-11
HOMtex__AA2;-2.8421709430404007e-11;0.0
HOPNTAL__AA2;0.0;8.753886504564434e-12
HOPNTAL2__AA2;0.0;8.640199666842818e-12
HPA3MO__AA2;0.0;3.794298208958935e-12
HPHACA__AA2;0.0;5.9117155615240335e-12
HPPK2__AA2;0.0;5.523099338988757e-13
HPROx__AA2;0.0;1000.0
HPYRI__AA2;-1000.0;0.0
HPYRP__AA2;0.0;2.8556712550198426e-11
HPYRRx__AA2;0.0;1000.0
HPYRRy__AA2;0.0;1000.0
HSA__AA2;0.0;2.7284841053187847e-12
HSAC__AA2;0.0;9.094947017729282e-12
HSAE__AA2;0.0;2.0463630789890885e-12
HSDxi__AA2;0.0;1000.0
HSDy__AA2;-3.8198777474462986e-11;1000.0
HSERTA__AA2;0.0;-1.0800249583553523e-11
HSK__AA2;0.0;-2.2660984200228995e-11
HSTPT__AA2;0.0;1000.0
HSTPTr__AA2;-1000.0;2.0626000907242314e-12
HVCD__AA2;-2.213695893260592e-11;0.0
HXAND__AA2;0.0;4.1040948417503387e-11
HXANt2pp__AA2;0.0;1.3752554650636739e-11
HXAtex__AA2;0.0;1.3301360013429075e-11
HXCT__AA2;0.0;9.869438599707792e-12
HXPRT__AA2;0.0;2.467004378559068e-11
HYPOE__AA2;0.0;1.0956568985420745e-11
HYXNtex__AA2;0.0;1.3752554650636739e-11
Htex__AA2;-1000.0;1000.0
ICDHyr__AA2;97.42801508987863;97.4280150900324
ICHORS__AA2;0.0;3.703259920939672e-12
ICHORT__AA2;0.0;9.14424092002264e-12
ICITt4pp__AA2;0.0;4.092726157978177e-11
ICITtex__AA2;0.0;4.4224179873708636e-11
ICITtupp__AA2;0.0;6.45741238258779e-11
ICL__AA2;0.0;1.3676526577910408e-10
ID3ACALDt__AA2;-1000.0;0.0
IDOND__AA2;-1000.0;0.0
IDOND2__AA2;0.0;1000.0
IG3PS__AA2;0.0;1.5933920849420247e-12
IGPDH__AA2;0.0;3.637978807091713e-12
IGPS__AA2;0.0;4.938272013532696e-12
ILETA__AA2;-1000.0;1000.0
ILEabc__AA2;0.0;16.16014986207805
ILEabcpp__AA2;0.0;16.160149862059086
ILEtex__AA2;0.0;16.160149862060873
IMPC__AA2;-3.637978807091713e-12;8.369272289088237e-12
IMPD__AA2;0.0;5.5990767577895895e-12
IND3ACtex__AA2;0.0;1000.0
IND3ACtpp__AA2;0.0;1000.0
INDOLEt2pp__AA2;-1000.0;-3.161789007650192
INDOLEt5__AA2;0.0;996.8382109923527
INDOLEt6__AA2;0.0;996.8382109923496
INDOLEtex__AA2;3.161789007647159;1000.0
INOSR__AA2;-1000.0;0.0
INS2D__AA2;0.0;1000.0
INSH__AA2;0.0;1.7053025658242404e-12
INSTabc__AA2;0.0;-5.229594535194337e-12
INSt3pp__AA2;0.0;-4.547473508864641e-13
INStex__AA2;4.547473508864641e-13;0.0
IPDPS__AA2;0.03893623322780493;0.0389362332304799
IPMD__AA2;0.0;3.637978807091713e-11
IPPMIa__AA2;-4.18367562815547e-11;0.0
IPPMIb__AA2;-3.321076746942708e-11;0.0
IPPS__AA2;0.0;2.3646862246096134e-11
ISETACabcpp__AA2;0.0;1.000444171950221e-11
ISETACtex__AA2;0.0;1.000444171950221e-11
IZPN__AA2;0.0;3.552713678800501e-12
K2L4Aabcpp__AA2;1.082204790971093;1.0822047909710946
KARA1__AA2;-1000.0;-999.9999999998926
KARA2__AA2;0.0;9.37905308973086e-11
KAS13__AA2;0.0;-2.2986057501839237e-12
KAS17__AA2;0.0;-3.3904972555888743e-12
KAS2__AA2;0.0;2.8746345581698307e-12
KAS7__AA2;0.0;0.0
KAS8__AA2;0.0;9.698908343125368e-13
KAT1__AA2;0.0;980.2048190271322
KAT10__AA2;0.0;-4.106937012693379e-12
KAT11__AA2;0.0;-1.4022560890225577e-11
KAT12__AA2;0.0;1.693933882052079e-11
KAT13__AA2;0.0;1.3230305739853065e-11
KAT14__AA2;0.0;3.4788172342814505e-11
KAT15__AA2;0.0;6.757261417078553e-12
KAT16__AA2;0.0;0.0
KAT17__AA2;0.0;2.1099566538396175e-11
KAT18__AA2;0.0;4.441602641236386e-11
KAT19__AA2;0.0;3.410605131648481e-12
KAT20__AA2;0.0;8.08597633294994e-12
KAT21__AA2;0.0;984.5336381908812
KAT22__AA2;0.0;980.2048190270957
KAT23__AA2;0.0;980.2048190270903
KAT24__AA2;0.0;980.204819027007
KAT25__AA2;0.0;980.2048190270435
KAT26__AA2;0.0;980.2048190270879
KAT27__AA2;0.0;3.307043527911446e-11
KAT28__AA2;0.0;2.077626959362533e-11
KAT29__AA2;-2.9558577807620168e-12;2.009120994572733e-11
KAT30__AA2;-6.579625733138528e-12;2.0946799850207753e-11
KAT31__AA2;0.0;0.0
KAT32__AA2;0.0;-1.6409096303959814e-12
KDOCT2__AA2;2.164409581942178;2.1644095819421905
KDOPP__AA2;2.164409581942167;2.1644095819421882
KDOPS__AA2;2.1644095819422016;2.164409581942189
KG6PDC__AA2;0.0;1.0899725566559937e-11
KSH__AA2;0.0;-2.6858515411731787e-12
KSTD__AA2;0.0;2.6005864128819667e-12
Kabc__AA2;0.0;3.1377567211166024e-11
Kabcpp__AA2;0.0;2.5011104298755527e-11
Kt2pp__AA2;0.0;1000.0
Kt3pp__AA2;0.0;1000.0
Ktex__AA2;10.85725738920328;10.857257389186934
LACZpp__AA2;0.0;1.0913936421275139e-11
LADGMDH__AA2;0.0;5.226041821515537e-12
LALALGLUtex__AA2;0.0;1.1056044968427159e-11
LALDO__AA2;0.0;1000.0
LALDO2x__AA2;0.0;1000.0
LALGP__AA2;0.0;1.2725820397463394e-11
LASP2OA__AA2;0.0;0.0
LCADi__AA2;0.0;5.093170329928398e-11
LCARS__AA2;0.0;0.0
LCTSabc__AA2;0.0;1.77351466845721e-11
LCTSt3ipp__AA2;0.0;4.18367562815547e-11
LCYSTabcpp__AA2;0.0;3.296918293926865e-12
LCYSTtex__AA2;0.0;3.296918293926865e-12
LDGUNPD__AA2;0.0;5.002220859751105e-12
LDH_D__AA2;-1000.0;3.3651303965598345e-11
LDH_D2__AA2;0.0;1000.0
LDH_L__AA2;-1000.0;2.808064891723916e-11
LEULEULAPc__AA2;0.0;1.7056522860769974e-11
LEULEUabcpp__AA2;0.0;2.2282620193436742e-11
LEULEUtex__AA2;0.0;2.2282620193436742e-11
LEUTA__AA2;-1000.0;1000.0
LEUTAi__AA2;0.0;1000.0
LEUabc__AA2;0.0;8.64730509420042e-12
LEUabcpp__AA2;0.0;1.247713043994736e-11
LEUt2r__AA2;25.059971560468878;1000.0
LEUt3pp__AA2;0.0;974.9400284395118
LEUtex__AA2;-974.9400284395286;2.0463630789890885e-11
LEVUACOAL__AA2;0.0;2.2737367544323206e-13
LIPAMPL__AA2;0.0;9.549694368615746e-12
LIPATPT_2__AA2;0.0;1.2562395568238571e-11
LIPOPBt__AA2;0.0;8.72546479513403e-12
LNLCtexi__AA2;0.0;1.9305446130601922e-11
LPADSS__AA2;1.0822047909710948;1.0822047909710946
LPCOXc__AA2;0.0;9.777068044058979e-12
LPLIPAL1A160pp__AA2;0.0;-5.051958851254312e-12
LPLIPAL1A181pp__AA2;0.0;6.821210263296962e-13
LPLIPAL1E181d11pp__AA2;7.503331289626658e-12;5.355715870791755e-12
LPLIPAL1E181pp__AA2;0.0;7.958078640513122e-12
LPLIPAL1G181d11pp__AA2;-2.4442670110147446e-12;3.0779268023195527e-12
LPLIPAL1G181pp__AA2;0.0;5.6843418860808015e-12
LPLIPAL2E160__AA2;0.0;1.5516476992161188e-12
LPLIPAL2E161__AA2;0.0;2.105871033108997e-12
LPLIPAL2E181__AA2;0.0;5.505818023721076e-12
LPLIPAL2G160__AA2;-6.981082378842984e-12;2.190247982980509e-12
LPLIPAL2G161__AA2;0.0;0.0
LPLIPAL2G181__AA2;0.0;-3.581135388230905e-12
LSERDHr__AA2;-1000.0;1000.0
LYSDC__AA2;0.0;4.845901457883883e-12
LYSabc__AA2;0.0;2.0687451751655317e-11
LYSabcpp__AA2;0.0;1.4729550912306877e-11
LYSt3pp__AA2;0.0;3.299405193502025e-11
LYSt3r__AA2;0.0;2.4080293314909795e-11
LYStex__AA2;-2.1863399979338283e-11;7.142020308492647e-11
L_LACD__AA2;0.0;1000.0
L_LACD2__AA2;0.0;1000.0
L_LACD3__AA2;0.0;1000.0
M1PD__AA2;0.0;2.8421709430404007e-11
MACACI__AA2;0.0;-1.6768808563938364e-12
MACCOAT__AA2;0.0;1.318767317570746e-11
MAL6PG__AA2;0.0;17.181614129212633
MALDDH__AA2;0.0;2.4698465495021082e-11
MALDt2_2pp__AA2;0.0;1.807620719773695e-11
MALDtex__AA2;0.0;1.807620719773695e-11
MALEI__AA2;0.0;0.0
MALS__AA2;0.0;1.48929757415317e-11
MALT__AA2;0.0;9.43778388773353e-12
MALTHPabc__AA2;0.0;4.411049303598702e-11
MALTHXabc__AA2;0.0;1.4551915228366852e-11
MALTHXabcpp__AA2;0.0;2.6830093702301383e-11
MALTHXtexi__AA2;0.0;1.1035838909378981e-11
MALTTRabc__AA2;0.0;8.640199666842818e-12
MALTTTRabc__AA2;0.0;-2.2737367544323206e-13
MALTabc__AA2;0.0;-3.1377567211166024e-11
MALTabcpp__AA2;0.0;1.9099388737231493e-11
MALTpts__AA2;0.0;4.718003765447065e-12
MALTptspp__AA2;0.0;1.4474643705852941e-11
MALTt2__AA2;0.0;17.18161412914949
MALTtexi__AA2;0.0;4.5929482439532876e-11
MALt2_2__AA2;0.0;1.693933882052079e-11
MALt2_2pp__AA2;0.0;1.1709744285326451e-11
MALt2r__AA2;0.0;1.2789769243681803e-11
MALtex__AA2;0.0;3.501554601825774e-11
MAN1PT__AA2;0.0;5.343281372915953e-12
MAN1PT2__AA2;0.0;-8.185452315956354e-12
MAN6PI__AA2;0.0;1.7045920230884803e-11
MANAO__AA2;0.0;0.0
MANpts__AA2;0.0;3.410516313806511e-11
MANptspp__AA2;0.0;-3.5788705332606696e-11
MANt2__AA2;0.0;4.015987542516086e-11
MANtex__AA2;0.0;2.687094990960759e-11
MB2CFO__AA2;0.0;2.6084023829753278e-11
MBCOAi__AA2;0.0;5.059064278611913e-12
MCBTS3__AA2;0.0;6.87805368215777e-12
MCCC__AA2;0.0;5.6843418860808015e-12
MCITD__AA2;0.0;9.812595180846984e-12
MCITL2__AA2;0.0;6.338041202980094e-12
MCITS__AA2;0.0;1.3642420526593924e-12
MCPST__AA2;0.0;6.30961949354969e-12
MCSNAH__AA2;0.0;-6.821210263296962e-13
MCTC_1__AA2;0.0;8.412825991399586e-12
MCTP1App__AA2;0.7728286063811819;0.7728286063813812
MCTP1Bpp__AA2;0.0;1.1012302181256928e-12
MCTP2App__AA2;0.0;7.385203559806541e-13
MDDCP1pp__AA2;0.0;1.205036070928145e-12
MDDCP2pp__AA2;0.0;-7.024381076803365e-13
MDDCP3pp__AA2;0.0;1.251110326450089e-12
MDDCP4pp__AA2;0.0;1.9406698470447736e-13
MDDCP5pp__AA2;0.0;3.098632461728812e-13
MDDEP1pp__AA2;0.0;7.081002451059248e-13
MDDEP2pp__AA2;0.0;2.9609648066752925e-13
MDDEP3pp__AA2;0.0;5.764277943853813e-13
MDDEP4pp__AA2;0.0;3.455014052633487e-13
MDH__AA2;110.96297286148884;1000.0
MDNTHAep__AA2;0.0;500.0
ME1__AA2;0.0;264.5575317758099
ME2__AA2;0.0;264.55753177580925
MECDPDH2__AA2;0.0;0.044498552257323354
MECDPDH3_syn__AA2;0.0;1.4498624523184844e-11
MECDPDH_syn__AA2;0.0;0.044498552267055035
MECDPS__AA2;0.0444985522603244;0.04449855226200256
MELIB_Et__AA2;-2.751221472863108e-11;1000.0
MELIBabc__AA2;0.0;2.546585164964199e-11
MELIBt3ipp__AA2;0.0;1000.0
MELIBtex__AA2;-1000.0;0.0
MEOHtex__AA2;-32.547909819055995;1000.0
MEOHtrpp__AA2;-32.547909819055995;1000.0
MEPCT__AA2;0.04449855226042487;0.04449855225678334
METAT__AA2;0.029090928540187067;0.02909092854832002
METB1__AA2;-1000.0;5.115907697472721e-12
METDabc__AA2;0.0;8.56090959982232
METGL__AA2;0.0;1.3784529073745944e-10
METOX1s__AA2;0.0;991.6243712471729
METOX2s__AA2;0.0;991.6243712471903
METRR__AA2;-8.560909599992232;986.4650422285745
METS__AA2;0.016686957153897675;0.01668695710310882
METSOXR1__AA2;0.0;991.6243712471838
METSOXR2__AA2;0.0;991.6243712472193
METabc__AA2;0.0;8.560909599847129
METabcpp__AA2;0.0;1.886846234810946e-11
METt3pp__AA2;0.0;3.7112554731761855e-11
MG2tex__AA2;0.0;1000.0
MG2tpp__AA2;0.0;1000.0
MG2uabcpp__AA2;0.0;-1.3642420526593924e-12
MGCH__AA2;0.0;6.59383658785373e-12
MGSA__AA2;0.0;3.456079866737127e-11
MGt2pp__AA2;0.0;1000.0
MGt5__AA2;-0.4825311760728944;999.5174688239271
MI1PP__AA2;0.0;-8.049028110690415e-11
MI1PS__AA2;0.0;2.7711166694643907e-13
MI3PP__AA2;0.0;-1.240962888005015e-11
MI3PS__AA2;0.0;2.0229151687090052e-11
MICITDr__AA2;0.0;-1.3670842236024328e-11
MLDCP1App__AA2;0.0;2.3936408410918375e-13
MLDCP1Bpp__AA2;0.0;9.65005853004186e-13
MLDCP2App__AA2;0.0;6.703526622686695e-13
MLDCP2Bpp__AA2;0.0;9.6588292919364e-12
MLDCP3App__AA2;0.0;9.099387909827783e-13
MLDEP1pp__AA2;0.0;8.516520821899576e-13
MLDEP2pp__AA2;0.0;6.010747455320598e-13
MLTG1__AA2;0.0;1.0913936421275139e-11
MLTG2__AA2;0.0;4.774847184307873e-11
MLTGY1pp__AA2;0.0;5.524469770534779e-13
MLTGY2pp__AA2;0.0;2.7136071167888076e-12
MLTGY3pp__AA2;0.0;1.2860823517257813e-12
MLTGY4pp__AA2;0.0;-1.7130741269966165e-13
MLTP1__AA2;-1.375966007799434e-11;2.546585164964199e-11
MLTP2__AA2;-1.1823431123048067e-11;3.184652541676769e-11
MLTP3__AA2;0.0;-2.7284841053187847e-12
MMCD__AA2;0.0;1.7024603948812e-11
MME__AA2;0.0;1.8459900275047403e-11
MMM__AA2;0.0;2.3305801732931286e-11
MMM2__AA2;0.0;1.2050804798491299e-11
MMSAD1__AA2;0.0;3.240074875066057e-12
MMTSAO__AA2;0.0;4.703792910731863e-12
MN2t3pp__AA2;0.0;1000.0
MNLDH2__AA2;0.0;4.995115432393504e-11
MNLDHr__AA2;-4.8117954065673985e-11;0.0
MNLpts__AA2;0.0;1.4551915228366852e-11
MNNH__AA2;0.0;2.000888343900442e-11
MNabc__AA2;0.0;1.9099388737231493e-11
MNabc_1__AA2;0.0;1.2676082405960187e-11
MNt2__AA2;0.0;1000.0
MNt2pp__AA2;0.0;1000.0
MNtex__AA2;-999.9615643755031;0.03843562451485537
MOAT__AA2;1.0822047909710881;1.0822047909710941
MOAT2__AA2;1.0822047909710906;1.0822047909710941
MOBDabc__AA2;0.0;1.8738450027755427e-11
MOBDabcpp__AA2;0.0;1.8189894035458565e-11
MOBDtex__AA2;0.0;4.274625098332763e-11
MOHMT__AA2;0.0;32.57994877664555
MPTG__AA2;0.772828606381183;0.7728286063813243
MPTG2__AA2;0.0;0.0
MSO3abcpp__AA2;0.0;6.821210263296962e-12
MSO3tex__AA2;0.0;6.821210263296962e-12
MS_1__AA2;0.0;0.0
MTAN__AA2;0.0;4.547473508864641e-13
MTHFC__AA2;0.012403971442565423;0.012403971437493055
MTHFD__AA2;-999.9875960285574;0.012403971471271993
MTHFD2i__AA2;0.0;1000.0
MTHFR2__AA2;0.016686957008801073;0.016686957096939237
MTRI__AA2;0.0;-1.3642420526593924e-12
MTRK__AA2;0.0;1.5845103007450234e-12
MUCCY_kt__AA2;0.0;-8.348877145181177e-13
MXYLt5__AA2;0.0;1000.0
MXYLt6__AA2;0.0;1000.0
M_XYLtpp__AA2;0.0;1000.0
M_Xylt1__AA2;0.0;1000.0
N2Otex__AA2;-500.0;0.0
NABTNO__AA2;0.0;1.5347723092418164e-12
NACHY__AA2;0.0;6.30961949354969e-12
NACODA__AA2;0.0;3.785061153394054e-11
NADDP__AA2;0.0;1.4551915228366852e-11
NADH10__AA2;0.0;1000.0
NADH16pp__AA2;0.0;1000.0
NADH17pp__AA2;0.0;1000.0
NADH18pp__AA2;0.0;624.4794953626921
NADH5__AA2;0.0;1000.0
NADH9__AA2;0.0;624.479495362697
NADHHR__AA2;0.0;1.5440093648066977e-11
NADHXD__AA2;0.0;1.2050804798491299e-11
NADHXE__AA2;-3.0102143000476644e-11;0.0
NADK__AA2;0.02486356607334983;0.02486356607545499
NADN__AA2;0.0;3.3848479574771773e-12
NADPHHR__AA2;0.0;1.3557155398302712e-11
NADPHQR2__AA2;0.0;1000.0
NADPHQR3__AA2;0.0;1000.0
NADPHXD__AA2;0.0;1.0459189070388675e-11
NADPHXE__AA2;0.0;1.530825466389274e-11
NADS1__AA2;0.12670962754610354;0.12670962756955007
NADS2__AA2;0.0;-1.3931966691416164e-11
NADTRHD__AA2;0.0;1000.0
NAMNPP__AA2;0.0;5.4569682106375694e-12
NAPRT__AA2;0.0;1.0913936421275139e-11
NARK__AA2;-1000.0;1000.0
NAabc__AA2;0.0;1.596589527252945e-11
NAt3_2pp__AA2;0.0;1000.0
NAt3pp__AA2;0.0;1000.0
NAtex__AA2;-3.9335645851679146e-11;0.0
NBAHH_ir__AA2;0.0;-2.4442670110147446e-12
NDPK1__AA2;-1000.0;1000.0
NDPK2__AA2;22.200160853104872;22.200160853133415
NDPK3__AA2;-1000.0;1000.0
NDPK4__AA2;1.4554363980545637;1.4554363980632843
NDPK5__AA2;-998.4972282669785;1.502771733022223
NDPK6__AA2;-1.8868240303504535e-11;5.4569682106375694e-12
NDPK7__AA2;1.5027717330214818;1.5027717330291317
NDPK8__AA2;-985.0774661226906;1000.0
NFMLDF__AA2;0.0;5.186961971048731e-12
NFORGLUAH2__AA2;0.0;6.821210263296962e-12
NH3c__AA2;-1000.0;1000.0
NH4tex__AA2;773.811901142522;1000.0
NH4tpp__AA2;773.811901142522;1000.0
NI2abcpp__AA2;0.0;1.6633805444143945e-11
NI2t3pp__AA2;0.0;1000.0
NI2t4pp__AA2;0.0;1000.0
NI2tex__AA2;-1.8680168523133034e-11;0.0
NI2tpp__AA2;0.0;1000.0
NI2uabcpp__AA2;0.0;9.094947017729282e-12
NIabc__AA2;0.0;1.5006662579253316e-11
NMNAT__AA2;-2.7999824681046448e-12;8.640199666842818e-12
NMNDA__AA2;0.0;1.864464138634503e-11
NMNHYD__AA2;0.0;3.751665644813329e-12
NMNN__AA2;0.0;-3.564371020559065e-13
NMNR__AA2;0.0;53.62259103899021
NMTHDA__AA2;0.0;9.663381206337363e-12
NNAM__AA2;0.0;1.6493750809587482e-12
NNATr__AA2;0.12670962756129;0.126709627565333
NNDPR__AA2;0.126709627561298;0.12670962757335147
NO2tex__AA2;-1000.0;0.0
NO3R1pp__AA2;0.0;1000.0
NO3R2pp__AA2;0.0;1000.0
NO3abc__AA2;0.0;9.094947017729282e-12
NO3abcpp__AA2;0.0;1.5234036254696548e-11
NO3t__AA2;-1000.0;1000.0
NO3t7pp__AA2;0.0;1000.0
NO3tex__AA2;0.0;1000.0
NORZpp__AA2;0.0;500.0
NOVBCNtex__AA2;0.0;1000.0
NOVBCNtpp__AA2;0.0;1000.0
NOtex__AA2;0.0;1000.0
NP1_1__AA2;-2.6147972675971687e-12;7.617018127348274e-12
NPHS__AA2;0.0;5.410350986667645e-13
NT5C__AA2;0.0;8.194001033245968e-12
NTD1__AA2;0.0;1.1425527191022411e-11
NTD10__AA2;0.0;5.217160037318536e-12
NTD11__AA2;0.0;2.5011104298755527e-12
NTD12__AA2;0.0;5.9117155615240335e-12
NTD2__AA2;0.0;2.5082158572331537e-12
NTD3__AA2;0.0;1.0686562745831907e-11
NTD4__AA2;0.0;3.347405685971694e-12
NTD5__AA2;0.0;5.1055382144227224e-11
NTD6__AA2;0.0;7.796755195748296e-12
NTD7__AA2;0.0;6.334266444696368e-12
NTD8__AA2;0.0;3.410605131648481e-13
NTD9__AA2;0.0;1.0903278280238737e-11
NTP1__AA2;0.0;8.605560708474513e-12
NTP3__AA2;0.0;-3.069544618483633e-12
NTP5__AA2;0.0;1.5398786412657017e-11
NTPP1__AA2;0.0;1.5006662579253316e-11
NTPP10__AA2;0.0;3.979039320256561e-12
NTPP11__AA2;0.0;3.979039320256561e-12
NTPP2__AA2;0.0;1.0913936421275139e-11
NTPP3__AA2;0.0;4.092726157978177e-12
NTPP4__AA2;0.0;1.3869794202037156e-11
NTPP5__AA2;0.0;1.1254996934439987e-11
NTPP6__AA2;0.0;1.3642420526593924e-12
NTPP7__AA2;0.0;7.700506898800086e-12
NTPP8__AA2;0.0;4.387601393318619e-12
NTPP9__AA2;0.0;2.1032064978498966e-12
NTPTP1__AA2;0.0;5.4569682106375694e-12
O2tex__AA2;-464.3883348651138;1000.0
O2tpp__AA2;8.375628752804165;1000.0
OAADC__AA2;0.0;264.5575317758496
OAAt2_2pp__AA2;0.0;1.0155432050851232e-11
OAAtex__AA2;0.0;1.0155432050851232e-11
OARGDC__AA2;0.0;3.149125404888764e-11
OCBT__AA2;0.0;1.0743406164692715e-11
OCOAT4__AA2;0.0;7.342062721682474e-12
OCTAtex__AA2;0.0;2.7057467377744615e-11
OCTDPS__AA2;0.0055623190325405514;0.005562319033244768
ODH2E__AA2;0.0;6.821210263296962e-12
OGDE1__AA2;0.0;8.185452315956354e-12
OHEDH__AA2;0.0;3.979039320256561e-12
OIVD1r__AA2;-1.7561063714310876e-11;1.7617907133171684e-11
OIVD2__AA2;0.0;6.359357485052897e-12
OIVD2E__AA2;0.0;-2.098943241435336e-11
OIVD3__AA2;0.0;3.466027465037769e-11
OMCDC__AA2;0.0;4.0181191707233666e-11
OMPDC__AA2;0.0;1.5688783605583012e-11
OP4ENH__AA2;0.0;1.4267698134062812e-11
OPAH__AA2;0.0;4.547473508864641e-12
OPETDC__AA2;0.0;1.1215206541237421e-10
OPHBDC__AA2;0.005562319032540453;0.005562319033415752
OPHHX__AA2;0.0;0.005562319032916374
OPHHXy__AA2;0.0;0.0055623190326294925
ORNCD_1__AA2;0.0;3.0039970511097636e-11
ORNDC__AA2;0.0;2.9672264645341784e-11
ORNR__AA2;0.0;3.887519473000367e-11
ORNTA__AA2;-3.713608894802317e-11;2.489741746103391e-11
ORNTAC__AA2;-4.573230683035945e-12;4.376943252282217e-12
ORNabcpp__AA2;0.0;8.77201089544144e-12
ORNtex__AA2;0.0;8.77201089544144e-12
OROTt2_2pp__AA2;0.0;2.9046987037872896e-11
OROTtex__AA2;0.0;2.9046987037872896e-11
ORPT__AA2;-2.7256419343757443e-11;0.0
OXADC__AA2;0.0;4.689015148384712e-11
OXCOAHDH__AA2;0.0;3.523226155266457e-11
OXDHCOAT__AA2;0.0;5.3660187404602766e-11
OXFOt4pp__AA2;-1.7337242752546445e-11;3.980936413849889e-11
OXFOtex__AA2;-1.7337242752546445e-11;3.980936413849889e-11
OXOADLR__AA2;0.0;9.549694368615746e-12
OXOAEL__AA2;0.0;1.835909202441144e-11
OXPTNDH__AA2;0.0;-4.092726157978177e-12
P5CD__AA2;0.0;307.36808707934233
P5CR__AA2;0.0;1000.0
P5CRx__AA2;0.0;1000.0
PA120abcpp__AA2;0.0;1.9891643887604005e-11
PA140abcpp__AA2;0.0;7.958078640513122e-12
PA141abcpp__AA2;0.0;3.637978807091713e-12
PA160abcpp__AA2;0.0;1.4068746168049984e-12
PA161abcpp__AA2;-2.834212031732619e-12;-4.547473508864641e-12
PA180abcpp__AA2;0.0;-2.5295321393059567e-12
PA181abcpp__AA2;0.0;-2.2382096176443156e-13
PACALDt__AA2;0.0;-1.2427392448444152e-11
PACALDtex__AA2;0.0;8.276401786133647e-11
PACALtabcpp__AA2;0.0;1.0913936421275139e-11
PACCOAE__AA2;0.0;0.0
PACPT_1__AA2;0.0;2.8052227207808755e-11
PANTS__AA2;0.03203895762744094;0.03203895762741633
PAPA120pp__AA2;0.0;1.572841856756213e-11
PAPA140pp__AA2;0.0;4.547473508864641e-12
PAPA141pp__AA2;0.0;1.3642420526593924e-11
PAPA160__AA2;0.0;2.091837814077735e-11
PAPA161pp__AA2;0.0;6.139089236967266e-12
PAPA180pp__AA2;0.0;2.0463630789890885e-12
PAPA181__AA2;0.0;9.15179043659009e-12
PAPPT3__AA2;1.5456572127623642;1.5456572127635169
PAPSR__AA2;0.0;6.139089236967266e-12
PAPSR2__AA2;0.0;2.220446049250313e-12
PC__AA2;0.0;1.0459189070388675e-11
PC2DHG__AA2;0.0;-1.4583889651476056e-12
PCADYOX__AA2;0.0;-2.0747847884194925e-12
PDC__AA2;-1000.0;-999.9999999999891
PDE1__AA2;0.0;7.048583938740194e-12
PDE4__AA2;0.0;7.73070496506989e-12
PDH__AA2;254.55195813569472;254.5519581357871
PDHcr__AA2;0.0;375.5205046374176
PDX5POi__AA2;0.0;-4.021671884402167e-12
PDX5PS__AA2;0.0;2.5781599077845385e-12
PDXPP__AA2;0.0;4.651923291021376e-11
PE120abcpp__AA2;0.0;3.169020601490047e-12
PE160abcpp__AA2;2.5556631026910845;2.5556631026910925
PE161abcpp__AA2;1.1714243882530422;1.1714243882580908
PE180abcpp__AA2;0.0;4.988010005035903e-12
PE181abcpp__AA2;0.0;-1.3449935609699537e-12
PEAMNO__AA2;0.0;0.0
PEAMNtex__AA2;0.0;1.1368683772161603e-11
PEAtabcpp__AA2;0.0;1.1368683772161603e-11
PEPA__AA2;0.0;17.181614129203673
PEPCK_re__AA2;0.0;264.5575317758172
PFK_2__AA2;0.0;2.2751578399038408e-11
PG120abcpp__AA2;0.0;4.89563944938709e-12
PG140abcpp__AA2;0.0;7.069900220812997e-12
PG141abcpp__AA2;0.0;5.6843418860808015e-12
PG160abcpp__AA2;-1.6370238498097933e-12;4.213518423057394e-12
PG161abcpp__AA2;0.0;0.0
PG180abcpp__AA2;0.0;-1.2434497875801753e-13
PG181abcpp__AA2;1.588063014423824e-12;1.5234036254696548e-11
PGAMT__AA2;-5.255724007469552;-5.25572400746691
PGCD__AA2;0.0;8.185452315956354e-12
PGI__AA2;-986.825517584017;1000.0
PGK__AA2;-1000.0;-999.9999999999736
PGL__AA2;23.094841328299935;23.09484132847274
PGLCNDH__AA2;0.0;-3.637978807091713e-12
PGLYCP__AA2;0.0;32.57994877665078
PGM__AA2;-1000.0;-999.9999999999891
PGMT__AA2;-1.3910650409343361e-11;17.18161412920835
PGP120abcpp__AA2;0.0;1.6813148095984332e-12
