R_LAAL41	0
R_LAAL42	0
R_LAAL5	0
R_LAAL6	0
R_LAAL7	0
R_LAAL8	0
R_LAAL9	0
R_LANTHabc	0
R_LCYSTabc	0
R_LDH2	0
R_LIPO1S24_BS	0
R_LIPO2S24_BS	0
R_LIPO3S24_BS	0
R_LIPO4S24_BS	0
R_LIPTabc	0
R_LYSLG_BS	0
R_MAN1Pt6	0
R_MAN6Pt6	0
R_METSabc	0
R_METSRabc	0
R_METSR_R1	0
R_METSR_R2	0
R_METSR_S2	0
R_MLTG6	0
R_MLTG7	0
R_MMSDHir	0
R_MOPSabc	0
R_MSO3abc	0
R_NADK2	0
R_NADK1	0
R_NADK3	0
R_NADK4	0
R_NADK5	0
R_NO2t3	0
R_ORNt2	0
R_ORNTA_1	0
R_PALAt2	0
R_PAP_BS	0
R_PENCAC	0
R_PEPt6	0
R_PGPPH_BS	0
R_PHCYT_BS	0
R_PHYT3	0
R_PPTGS_BS	0
R_PROLBabc	0
R_PSDC_BS	0
R_PSER_Dt6	0
R_PSER_Lt6	0
R_PUNP8	0
R_PURabc1	0
R_PYRIS	0
R_Q23DO	0
R_RAFFINt2	0
R_SALADC2	0
R_SHCHD2_1	0
R_SHCHF_2	0
R_SHSL3	0
R_SORD_D	0
R_SPMDAT3	0
R_SUCD5_BS	0
R_SULAabc	0
R_TECA1S45	0
R_TECA2S45	0
R_TECA3S45	0
R_TECA4S_BS	0
R_TEICH45	0
R_THIOGabc	0
R_THMt6	0
R_TMPHi	0
R_TMPt6	0
R_TRPAS1	0
R_UGT1_BS	0
R_UGT2_BS	0
R_UGT_BS	0
R_UMPt6	0
R_UNK5	0
R_UPP3MT_2	0
R_X00002	0
R_XYL14BASE	0
R_ZN2t4	0
