bigg_id,name,formulas,charges
b12,"""Vitamin B12""",['B12'],[6]
b2eacp,"""But-2-enoyl-[acyl-carrier protein]""",['C4H5OSR'],[]
balaala,"""Beta alanylL alanine""",['C6H12N2O3'],[0]
b14glucan,"""Cellulose (beta-1,4-glucan)""",['C12H20O10'],[0]
b2coa,"""Crotonoyl-CoA""",['C25H36N7O17P3S'],[-4]
balagly,"""Beta alanylL glycine""",['C5H10N2O3'],[0]
balabala,"""Beta alanyl beta alanine""",['C6H12N2O3'],[0]
balamd,"""Beta Alaninamide""",['C3H9N2O'],[1]
balaleu,"""Beta alanylL leucine""",['C9H18N2O3'],[0]
band,"""Band membrane protein (universal, erythrocyte -> 2.1,3,4.1)""",['BaH'],[0]
bamppald,"""Beta-Aminopropion aldehyde""",['C3H8NO'],[1]
bandmt,"""Band membrane protein (methylated, universal, erythrocyte -> 2.1,3,4.1)""",['BaCH3'],[0]
B_ara1p,"""Beta-L-Arabinose 1-phosphate""",['C5H9O8P'],[]
barb,"""Barbiturate""",['C4H4N2O3'],[]
bathorhodopsin,"""Bathorhodopsin""",[],[]
bbtcoa,"""Gamma-butyrobetainyl-CoA""",['C28H46N8O17P3S'],[-3]
bcaro_exc,"""Excited beta-carotene""",['C40H56Z'],[0]
bccp,"""[Acetyl-CoA:carbon-dioxide ligase (ADP-forming)]""",['C7H13N3O2R2'],[]
bccpco2,"""[Acetyl-CoA:carbon-dioxide ligase (ADP-forming)]-CO2""",['C8H13N3O4R2'],[]
bcryptox,"""Beta-Cryptoxanthin""",['C40H56O'],[0]
bdg2hc,"""Cis-beta-D-Glucosyl-2-hydroxycinnamate""",['C15H18O8'],[0]
b_D_glucose,"""B DASH D DASH glucose c""",[],[]
behen,"""Docosanoate (C22:0)""",['C22H43O2'],[-1]
behencoa,"""Docosanoyl-CoA""",['C43H74N7O17P3S'],[-4]
beheneACP,"""Dosa-11-enoyl-ACP (n-C20:1)""",['C33H61N2O8PRS'],[]
behenACP,"""Docosanoyl-ACP (n-C22:0)""",['C33H63N2O8PRS'],[]
benzcoa,"""Benzoyl-CoA""",['C28H40N7O17P3S'],[]
betald,"""Betaine aldehyde""",['C5H12NO'],[1]
bglc,"""Beta-glucans""",['C1200000H2200000O1100000'],[0]
bgly,"""N-Benzoylglycine""",['C9H8NO3'],"[0, -1]"
bglycogen,"""Branching glycogen""",['C6H10O5'],[0]
bglyg4n,"""Branching glycogen  4 units""",['C24H40O20'],[0]
bhdodec,"""Beta hydroxy dodecanoic acid""",['C12H24O3'],[]
bhb,"""(R)-3-Hydroxybutanoate""",['C4H7O3'],"[0, -1]"
bhtetdec,"""Beta hydroxy tetradecanoic acid""",['C14H34O9'],[]
bildglcur,"""Bilirubin beta-diglucuronide""",['C45H50N4O18'],[-2]
bilea,"""Bile acid C24H39O5""",['C24H39O5'],[-1]
bilglcur,"""Bilirubin monoglucuronide""","['C39H44N4O12', 'C39H42N4O12']","[0, -2]"
bilirub,"""Bilirubin cytosol""",['C33H34N4O6'],[-2]
biliverd,"""Biliverdin cytosol""",['C33H32N4O6'],"[0, -2]"
biocyt,"""Biocyt c""",['C16H28N4O4S'],[0]
biomass,"""Biomass: total""",[],[]
biomass_carb,"""Biomass: carbohydrates""",[],[]
biomass_dna,"""Biomass: DNA""",[],[]
biomass_mem_lipids,"""Biomass: membrane lipids""",[],[]
biomass_pro,"""Biomass: proteins and amino acids""",[],[]
biomass_pigm,"""Biomass: chlorophylls and pigments""",[],[]
biomass_rna,"""Biomass: RNA""",[],[]
bm_carbs,"""Biomass metabolite: glycogen and carbohydrates""",[],[0]
biomass_tag,"""Biomass: Triacylglycerides""",[],[0]
bm_cofactors,"""Biomass metabolite: cofactors and ions""",[],[0]
bm_dna,"""DNA component of biomass""",[],[0]
bm_cw,"""Cell wall component of biomass""",[],[0]
bm_memlip,"""Lipid component of biomass""",[],[0]
bmnmsh,"""Bimane conjugated mycothiol (mtb)""",['C27H40N4O14S'],[]
bmn,"""Bimane""",['C10H12N2O2'],[]
bmoco,"""Bis-molybdenum cofactor""",['C20H20N10O13P2S4Mo'],[-4]
bmocogdp,"""Bis-molybdopterin guanine dinucleotide""",['C40H44N20O27P4S4Mo'],[-4]
bmoco1gdp,"""Bis-molybdopterin mono-guanine dinucleotide""",['C30H32N15O20P3S4Mo'],[-4]
bm_pigm,"""Pigment component of biomass""",[],[0]
bm_pro,"""Protein component of biomass""",[],[0]
bm_rna,"""RNA component of biomass""",[],[0]
brasstrl,"""Brassicasterol""",['C28H46O'],[0]
Brfap,"""4-(B-D-ribofuranosyl)aminobenzene 5'-phosphate""",['C11H14NO7P'],[]
bsh,"""Bacillithiol""",['C13H21N2O10S'],[-1]
btal,"""Butanal C4H8O""",['C4H8O'],[0]
btamp,"""Biotinyl 5  AMP C20H27N7O9PS""",['C20H27N7O9PS'],[-1]
btbet,"""Butyro-betaine""",[],[1]
btcoa,"""Butanoyl-CoA""",['C25H38N7O17P3S'],[-4]
btd_RR,""" R R  2 3 Butanediol C4H10O2""",['C4H10O2'],[0]
btnCCP,"""Holo-[carboxylase]""",['C17H27N5O4SR2'],[0]
btnso,"""D-biotin d-sulfoxide""",['C10H15N2O4S'],[-1]
btoh,"""Butanol""",['C4H10O'],[]
but2eACP,"""But-2-enoyl-[acyl-carrier protein]""","['C388H607O143N96P1S3', 'C15H25N2O8PRS', 'C4H5OSR']","[0, -1]"
but2encoa,"""But-2-enoyl-coa""",[],[]
butACP,"""Butyryl-ACP (n-C4:0ACP)""","['C4H7OX', 'C388H609O143N96P1S3', 'C4H7OSR', 'C15H27N2O8PRS']","[0, -1]"
butacp,"""Butyryl acyl carrier protein""","['C4H6OX', 'C4H7OSR']",[0]
butd2coa,"""Trans But 2 enoyl CoA C25H36N7O17P3S""",['C25H36N7O17P3S'],[-4]
butcoa,"""Butanoyl-CoA""",['C25H36N7O15P3S'],[]
btn,"""Biotin""",['C10H15N2O3S'],[-1]
butpi,"""Butanoyl phosphate""",['C4H7O5P'],[-2]
buts,"""Butanesulfonate C4H9O3S""",['C4H9O3S'],[-1]
but,"""Butyrate (n-C4:0)""",['C4H7O2'],[-1]
bvite,"""Beta-Tocopherol""",['C28H48O2'],[0]
bwco,"""Tungsten bispterin cofactor""",['C20H20N10O13P2S4W'],[-4]
bwcogdp,"""Tungsten bispterin cofactor guanine dinucleotide""",['C40H44N20O27P4S4W'],[-4]
bwco1gdp,"""Tungsten bispterin cofactor mono-guanine dinucleotide""",['C30H32N15O20P3S4W'],[-4]
bz,"""Benzoate""",['C7H5O2'],"[0, -1]"
bz12diol,"""Cis-1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate""",['C7H7O4'],[-1]
bzalc,"""Benzyl alcohol""",['C7H8O'],[0]
bzal,"""Benzaldehyde""",['C7H6O'],[0]
butso3,"""Butanesulfonate""",['C4H9O3S'],[-1]
bzcoa,"""Benzoyl Coenzyme A""",['C28H36N7O17P3S'],[-4]
bzsucc,"""Benzylsuccinate""",['C11H10O4'],[-2]
bzmd,"""Benzamide""",['C7H7NO'],[0]
bzsuccoa,"""Benzylsuccinyl-CoA""",['C32H41N7O19P3S'],[-5]
C01041,"""Monodehydroascorbate""",['C6H6O6'],[-1]
C01241,"""Phosphatidyl-N-methylethanolamine""",['C8H14NO8PR2'],[0]
C01507,"""L-Iditol; (2R,3S,4S,5R)-Hexane-1,2,3,4,5,6-hexol""",['C6H14O6'],[0]
C01747,"""Psychosine(1+); Galactosylsphingosine""",['C24H48NO7'],[1]
C01836,"""Neurotensin""",['C78H122N21O20'],[1]
C01601,"""Nonanoate""",['C9H17O2'],[-1]
C02147,"""Dihydrolipoate""",['C8H15O2S2'],[-1]
C02356,"""(S)-2-Aminobutanoate""",['C4H9NO2'],[0]
C02442,"""N-methyltyraminium""",['C9H14NO'],[1]
C02470,"""Xanthurenic acid""",['C10H6NO4'],[-1]
C02712,"""N-Acetylmethionine""",['C7H12NO3S'],[-1]
C02744,"""Psychosine sulfate""",['C24H47NO10S'],[0]
C02528,"""Chenodeoxycholate""",['C24H39O4'],[-1]
C03577,"""20-hydroxy-leukotriene E4(1-)""",['C23H36NO6S'],[-1]
C03405,"""Lactosylceramide sulfate""",['C31H56NO16SR'],[0]
C03413,"""N(1),N(12)-diacetylsperminium(2+)""",['C14H32N4O2'],[2]
C03681,"""5alpha-Pregnane-3,20-dione""",['C21H32O2'],[0]
C03693,"""D-Mannose 1,6-bisphosphate""",['C6H10O12P2'],[-4]
C04051,"""C04051""",['C4H6N4O'],[0]
C03958,"""Thyrotropin releasing hormone""",['C16H22N6O4'],[0]
C04308,"""Phosphatidyl-N-dimethylethanolamine""",['C9H15NO8PR2'],[-1]
C04717,"""13(S)-HPODE(1-)""","['C18H30O4', 'C18H31O4']",[-1]
C04295,"""Androst-5-ene-3beta,17beta-diol""",['C19H30O2'],[0]
C04805,"""5(S)-HETE""",['C20H31O3'],[-1]
C04843,"""(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate""",['C20H33O5'],[-1]
C04849,"""(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate""",['C20H31O4'],[-1]
C05109,"""24,25-Dihydrolanosterol""",['C30H52O'],[0]
C05279,"""Trans,Cis-Lauro-2,6-Dienoyl Coenzyme A""",['C33H50N7O17P3S'],[-4]
C05280,"""Cis,Cis-3,6-Dodecadienoyl Coenzyme A""",['C33H50N7O17P3S'],[-4]
C05284,"""11beta-Hydroxyandrost-4-ene-3,17-dione""",['C19H26O3'],[0]
C05298,"""2-Hydroxyestrone""",['C18H22O3'],[0]
C05299,"""2-Methoxyestrone""",['C19H24O3'],[0]
C05301,"""2-Hydroxyestradiol-17beta""",['C18H24O3'],[0]
C05300,"""16alpha-Hydroxyestrone""",['C18H22O3'],[0]
C05302,"""2-Methoxyestradiol-17beta""",['C19H26O3'],[0]
C05767,"""Uroporphyrin I""",['C40H30N4O16'],[-8]
C05708,"""Selenomethionine se-oxide""",['C5H11NO3Se'],[0]
C05769,"""Coproporphyrin I""",['C36H34N4O8'],[-4]
C06199,"""Hordenine""",['C10H16NO'],[1]
C05770,"""Coproporphyrin Iii""",['C36H34N4O8'],[-4]
C05957,"""Prostaglandin J2""",['C20H29O4'],[-1]
C06314,"""Lipoxin A4(1-)""",['C20H31O5'],[-1]
C06350,"""(R,S)-Norlaudanosoline""",['C16H18NO4'],[1]
C06315,"""Lipoxin B4(1-)""",['C20H31O5'],[-1]
C06453,"""Methylcobalamin""",['C63CoH91N13O14P'],[-1]
C07297,"""3-Oxopristanoyl Coenzyme A""",['C40H66N7O18P3S'],[-4]
C06948,"""Diazepam""",['C16ClH13N2O'],[0]
C07486,"""Nordazepam""",['C15ClH11N2O'],[0]
C07535,"""Benzpyrene""",['C20H12'],[0]
C08261,"""Azelaic acid; nonanedioic acid""","['C9H14O4', 'C9H12O4']",[-2]
C08276,"""3-(methylthio)propionate""",['C4H7O2S'],[-1]
C09209,"""Harman""",['C12H10N2'],[0]
C09642,"""(-)-Salsolinol""",['C10H14NO2'],[1]
C09640,"""(-)-Salsoline""",['C11H16NO2'],[1]
C100aPHA,"""C100 Medium chain length aliphatic Polyhydroxyalkanote""",['C10H19O3R'],[0]
C100mclPHA,"""C10:0-Medium-chain length Polyhydroxyalkanoate.""",['C10H18O2R'],[]
C100pPHA,"""C100 Medium chain length phenyl Polyhydroxyalkanoate""",['C16H23O3R'],[0]
c101_3Ecoa,"""C10:1 fatty acyl-coa, derived from C18:1""",['C31H48N7O17P3S'],[-4]
C10164,"""Picolinic acid; pyridine-2-carboxylic acid""",['C6H4NO2'],[-1]
c101_4Ecoa,"""C10:1 fatty acyl-coa, derived from C18:2""",['C31H48N7O17P3S'],[-4]
c101_4Zcoa,"""C10:1 fatty acyl-coa""",['C31H48N7O17P3S'],[-4]
c101crn,"""Decenoyl Carnitine""",['C17H31NO4'],[0]
c101coa,"""Decenoyl Coenzyme A""",['C31H48N7O17P3S'],[-4]
c102_4Z_7Zcoa,"""C10:2 fatty acyl-coa, derived from C18:3""",['C31H46N7O17P3S'],[-4]
C101PAH,"""C101 Medium chain length aliphatic Polyhydroxyalkanote""",['C10H17O3R'],[0]
c10crn,"""Decanoyl Carnitine""",['C17H33NO4'],[0]
c110coa,"""C11:0 fatty acyl-coa""",['C32H52N7O17P3S'],[-4]
c10dc,"""Sebacoyl carnitine; decanedioyl carnitin""",['C17H30NO6'],[-1]
C11304,"""S-(PGA1)-glutathione""",['C30H47N3O10S'],[-2]
C11695,"""Anandamide""",['C22H37NO2'],[0]
C11821,"""5-Hydroxyisourate""",['C5H4N4O4'],[0]
c11_trimethylcoa,"""C11 (trimethyl) fatty acyl-coa""",['C35H58N7O17P3S'],[-4]
C120aPHA,"""C120 Medium chain length Polyhydroxyalkanoate""",['C12H23O3R'],[0]
c121_3Ecoa,"""C12:1 fatty acyl-coa, derived from C18:1""",['C33H52N7O17P3S'],[-4]
C120mclPHA,"""C12:0-Medium-chain length Polyhydroxyalkanoate.""",['C12H22O2R'],[]
c121_3Zcoa,"""C12:1 fatty acyl-coa, derived from C18:1""",['C33H52N7O17P3S'],[-4]
c121_5Ecoa,"""C12:1 fatty acyl-coa, derived from C18:1""",['C33H52N7O17P3S'],[-4]
C121d6PHA,"""C121d5 Medium chain length Polyhydroxyalkanoate""",['C12H21O3R'],[0]
C121aPHA,"""C121 Medium chain length Polylydroxyalkanoate""",['C12H21O3R'],[0]
C121mclPHA,"""C12:1-Medium-chain length Polyhydroxyalkanoate.""",['C12H20O2R'],[]
c122_3E_6Ecoa,"""C12:2 fatty acyl-coa, derived from C18:2""",['C33H50N7O17P3S'],[-4]
c122_3Z_6Zcoa,"""C12:2 fatty acyl-coa, derived from C18:3""",['C33H50N7O17P3S'],[-4]
c123_3Z_6Z_9Zcoa,"""C12:3 fatty acyl-coa, derived from C18:3""",['C33H48N7O17P3S'],[-4]
c12dccoa,"""Dodecanedioyl Coenzyme A""",['C33H51N7O19P3S'],[-5]
c12dc,"""Dodecanedioyl Carnitine""",['C19H34NO6'],[-1]
c130coa,"""C13:0 fatty acyl-coa""",['C34H56N7O17P3S'],[-4]
C140aPHA,"""C140 Medium chain length Polylydroxyalkanoate""",['C14H27O3R'],[0]
c13_trimethylcoa,"""C13 (trimethyl) fatty acyl-coa""",['C37H62N7O17P3S'],[-4]
C13856,"""2-Arachidonoylglycerol""",['C23H38O4'],[0]
C140mclPHA,"""C14:0-Medium-chain length Polyhydroxyalkanoate.""",['C14H26O2R'],[]
c141_5Zcoa,"""C14:1 fatty acyl-coa, derived from C18:1""",['C35H56N7O17P3S'],[-4]
c141_7Ecoa,"""C14:1 fatty acyl-coa, derived from C18:1""",['C35H56N7O17P3S'],[-4]
c141_5Ecoa,"""C14:1 fatty acyl-coa, derived from C18:1""",['C35H56N7O17P3S'],[-4]
C141aPHA,"""C141 Medium chain length Polyhydroxyalkanoate""",['C14H25O3R'],[0]
C141d5PHA,"""C141 Medium chain length Polyhydroxyalkanoate  cis 5""",['C14H25O3R'],[0]
C141mclPHA,"""C14:1-Medium-chain length Polyhydroxyalkanoate.""",['C14H24O2R'],[]
c142_5E_8Ecoa,"""C14:2 fatty acyl-coa, derived from C18:2""",['C35H54N7O17P3S'],[-4]
c142_5Z_8Zcoa,"""C14:2 fatty acyl-coa, derived from C18:3""",['C35H54N7O17P3S'],[-4]
C142PHA,"""C142 Medium chain length Polyhydroxyalkanoate""",['C14H23O3R'],[0]
c143_5Z_8Z_11Zcoa,"""C14:3 fatty acyl-coa, derived from C18:3""",['C35H52N7O17P3S'],[-4]
C14768,"""5,6-EET""",['C20H31O3'],[-1]
C14769,"""8,9-EET""",['C20H31O3'],[-1]
C14770,"""11,12-EET""",['C20H31O3'],[-1]
C14771,"""14,15-EET""",['C20H31O3'],[-1]
C14825,"""9(10)-EpOME""",['C18H31O3'],[-1]
C14826,"""12(13)-EpOME""",['C18H31O3'],[-1]
C14849,"""Benzo[a]pyrene-9,10-oxide""",['C20H12O'],[0]
C14851,"""Benzo[a]pyrene-4,5-oxide""",['C20H12O'],[0]
c15811,"""C15811""",[],[10000000]
c14dccoa,"""Tetradecanedioyl Coenzyme A""",['C35H55N7O19P3S'],[-5]
c15812,"""C15812""",[],[10000000]
c161_7Zcoa,"""C16:1 fatty acyl-coa, derived from C18:1""",['C37H60N7O17P3S'],[-4]
c161_7Ecoa,"""C16:1 fatty acyl-coa, derived from C18:1""",['C37H60N7O17P3S'],[-4]
c161_9Ecoa,"""C16:1 fatty acyl-coa, derived from C18:1""",['C37H60N7O17P3S'],[-4]
c162_7E_10Ecoa,"""C16:2 fatty acyl-coa, derived from C18:2""",['C37H58N7O17P3S'],[-4]
c162_7Z_10Zcoa,"""C16:2 fatty acyl-coa, derived from C18:2""",['C37H58N7O17P3S'],[-4]
c163_4Z_7Z_10Zcoa,"""C16:3 fatty acyl-coa, derived from C18:3""",['C37H56N7O17P3S'],[-4]
c163_7Z_10Z_13Zcoa,"""C16:3 fatty acyl-coa, derived from C18:3""",['C37H56N7O17P3S'],[-4]
c16dc,"""Hexadecanedioic Acid Mono-L-Carnitine Ester""",['C23H42NO6'],[-1]
c164_4Z_7Z_10Z_13Zcoa,"""C16:4 fatty acyl-coa, derived from C18:4""",['C37H54N7O17P3S'],[-4]
c184_3Z_6Z_9Z_12Zcoa,"""C18:4 fatty acyl-coa""",['C39H58N7O17P3S'],[-4]
c185_3Z_6Z_9Z_12Z_15Zcoa,"""C18:5 fatty acyl-coa, derived from C20:5""",['C39H56N7O17P3S'],[-4]
c190cACP,"""19 carbon cyclopropane-ACP""",['C30H55N2O8PRS'],[]
c1yda,"""Cob(I)yrinate a,c-diamide""",['C45H61CoN6O12'],[0]
c201coa,"""C20:1 fatty acyl-coa""",['C41H68N7O17P3S'],[-4]
c220coa,"""C22:0 fatty acyl-coa""",['C43H74N7O17P3S'],[-4]
c221coa,"""C22:1 fatty acyl-coa""",['C43H72N7O17P3S'],[-4]
c226coa,"""Cervonyl coenzyme A""",['C43H62N7O17P3S'],[-4]
c226crn,"""Cervonyl carnitine""",['C29H45NO4'],[0]
c2m26dcoa,"""Cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA""",['C31H46N7O17P3S'],[-4]
c3dc,"""Malonyl Carnitine""",['C10H16NO6'],[-1]
c3dodcoa,"""C3-dodecanoyl-CoA""",['C33H50N7O15P3S'],[]
C40aPHA,"""C40 Medium chain length aliphatic Polyhydroxyalcanoate""",['C4H7O3R'],[0]
C40pPHA,"""C40 Medium chain length phenyl Polyhydroxyalkanoate""",['C10H11O3R'],[0]
C40atPHA,"""C40 Medium chain length acetylthio Polyhydroxyalkanoate""",['C6H9O4SR'],[0]
c4crn,"""Butyryl carnitine""",['C11H21NO4'],[0]
c4dde2coa,"""(2E,4Z)-decadienoyl-CoA""",['C31H46N7O17P3S'],[-4]
c4dc,"""Succinyl carnitine""",['C11H18NO6'],[-1]
C50aPHA,"""C50 Medium chain length aliphatic Polyhydroxyalkanoate""",['C5H9O3R'],[0]
c50coa,"""C5:0 fatty acyl-coa""",['C26H40N7O17P3S'],[-4]
C50pPHA,"""C50 Medium chaing length phenyl Polyhydroxyalkanoate""",['C11H13O3R'],[0]
c51crn,"""Tiglyl carnitine; (E)-2-methylbut-2-enoyl carnitin""",['C12H21NO4'],[0]
c5dc,"""Glutaryl Carnitine""",['C12H21NO6'],[0]
c5tetdcoa,"""C5-tetradecanoyl-CoA""",['C35H55N7O16P3S'],[]
C60aPHA,"""C60 Medium chain length aliphatic Polyhydroxyalkanoate""",['C6H11O3R'],[0]
C60atPHA,"""C60 Medium chain length acetylthio Polyhydroxyalkanoate""",['C8H13O4SR'],[0]
C60mclPHA,"""C6:0-Medium-chain length Polyhydroxyalkanoate""",['C6H10O2R'],[]
C60pPHA,"""C60 Medium chaing length phenyl Polyhydroxyalkanoate""",['C12H15O3R'],[0]
c6912odtte2coa,"""(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA""",['C39H58N7O17P3S'],[-4]
c61_3Zcoa,"""C6:1 fatty acyl-coa, derived from C18:3""",['C27H40N7O17P3S'],[-4]
c6coa,"""C6:0 fatty acyl-coa""",['C27H42N7O17P3S'],[-4]
c6crn,"""Hexanoyl Carnitine""",['C13H25NO4'],[0]
c6dc,"""Adipoyl carnitine; 5-Carboxypentanoyl carnitine""",['C13H22NO6'],[-1]
C70aPHA,"""C70 Medium chain length aliphatic Polyhydroxyalkanoate""",['C7H13O3R'],[0]
c70coa,"""C7:0 fatty acyl-coa""",['C28H44N7O17P3S'],[-4]
C70pPHA,"""C70 Medium chain length phenyl Polyhydroxyalkanoate""",['C13H17O3R'],[0]
c78mycolatepp,"""C78-alpha-mycolate-PP""",['C143H259O11P1'],[]
c78mycolateACP,"""C78-alpha-mycolate-ACP""",['C93H180O9N2PSR'],[]
C80aPHA,"""C80 Medium chain length aliphatic Polyhydroxyalkanoate""",['C8H15O3R'],[0]
C80mclPHA,"""C8:0-Medium-chain length Polyhydroxyalkanoate.""",['C8H14O2R'],[]
C80pPHA,"""C80 Medium chain length phenyl Polyhydroxyalkanoate""",['C14H19O3R'],[0]
c81_5Zcoa,"""C8:1 fatty acyl-coa, derived from C18:3""",['C29H44N7O17P3S'],[-4]
c81_5Zcrn,"""C8:1fatty acyl-carnitine, derived from C18:3""",['C15H27NO4'],[-4]
c81_c184crn,"""C8:1fatty acyl-carnitine, derived from C18:4""",['C15H27NO4'],[-4]
c81coa,"""Octenoyl Coenzyme A""",['C29H44N7O17P3S'],[-4]
c81crn,"""Octenoyl Carnitine""",['C15H27NO4'],[0]
c8crn,"""Octanoyl carnitine""",['C15H29NO4'],[0]
c8dc,"""Suberyl carnitine; octanedioyl carnitine""",['C15H26NO6'],[-1]
C90aPHA,"""C90 Medium chain length aliphatic Polyhydroxyalkanoate""",['C9H17O3R'],[0]
c90coa,"""C9:0 fatty acyl-coa""",['C30H48N7O17P3S'],[-4]
C90pPHA,"""C90 Medium chain length phenyl Polyhydroxyalkanoate""",['C15H21O3R'],[0]
ca,"""Coniferonic acid (18:4(5Z,9Z,12Z,15Z))""",['C18H28O2'],[]
ca24g,"""Cholic acid-24glucuronide, CA-24G""",['C30H47O11'],[-1]
ca3s,"""Cholic acid 3-sulfate""",['C24H38O8S'],[-2]
cacoa,"""Coniferonyl-coa""",['C39H58N7O17P3S'],[]
cala,"""N-Carbamoyl-beta-alanine""","['C4H7N2O3', 'C4H8N2O3', 'C4H6N2O2']",[-1]
cadprib,"""Cyclic adenosine diphosphate ribose(cADPR)""",['C15H19N5O13P2'],[-2]
caffcoa,"""Caffeoyl-CoA""",['C30H38N7O19P3S'],[-4]
calxan,"""Caloxanthin""",['C40H56O3'],[0]
campp,"""3',5'-cyclic adenosine monophosphate-2'-phosphate""",['C10H11N5O9P2'],[-2]
camp,"""CAMP C10H11N5O6P""",['C10H11N5O6P'],[-1]
caphis,"""2  3 Carboxy 3 aminopropyl  L histidine C10H16N4O4""",['C10H16N4O4'],[0]
ca2,"""Calcium""",['Ca'],[2]
caproic,"""Caproic Acid""",['C6H11O2'],[-1]
caribup__R,"""R-carboxy ibuprofen""",['C13H14O4'],[-2]
caribupglu__S,"""S-carboxy ibuprofen glucuronide""",['C19H22O10'],[-2]
caribup_s,"""S-carboxy ibuprofen""",['C13H14O4'],[-2]
carn,"""L-Carnosine""",['C9H14N4O3'],[0]
caro,"""Beta-Carotene""",['C40H56'],[0]
carorn,"""N5  L 1 carboxyethyl  L ornithine""",['C8H16N2O4'],[0]
carP,"""Carboxybiotin-carboxyl-carrier protein""",[],[0]
carveol,"""(-)-trans-carveol""",['C10H16O'],[0]
cat,"""Calcitriol""",['C27H44O3'],[]
catechol,"""Catechol""",['C6H6O2'],[0]
cav,"""Cav c""",[],[]
cbasp,"""N-Carbamoyl-L-aspartate""","['C5H7N2O5', 'C5H6N2O5']",[-2]
cbflll,"""Cobalt-factor III""",['C43H46CoN4O16'],[0]
cbl1hbi,"""Cob(I)alamin-HBI""",['C60H84CoN13O15P'],[]
cbl2,"""Cob II alamin C62H88CoN13O14P""","['C62H88CoN13O14P', 'C62H88N13O14PCo', 'C62H92CoN13O14P']",[0]
cbm,"""Carbamate""",['CH2NO2'],[-1]
cbp,"""Carbamoyl phosphate""",['CH2NO5P'],[-2]
cbpcr7,"""Cobalt-precorrin-7""",['C44H57CoN4O14'],[0]
cbshclin,"""Cobalt-sirohydrochlorin""",['C42H44CoN4O16'],[0]
cbpcr8x,"""Cobalt-precorrin-8x""",['C45H59CoN4O14'],[0]
cbtnCCP,"""Carboxybiotin-carboxyl-carrier protein""",[],[]
cbi,"""Cobinamide""",['C48H72CoN11O8'],[0]
cca_d3,"""Calcitroic acid (D3)""","['C23H33O4', 'C22H33O4']",[-1]
cbl1,"""Cob(I)alamin""","['C62H88CoN13O14P', 'C62CoH88N13O14P']",[-1]
CCbuttc,"""Cis,cis-Butadiene-1,2,4-tricarboxylate""",['C7H3O6'],[-3]
cchoxod,"""2-Hydroxy-6-keto-2,4-heptadienoate""",['C7H7O4'],[-1]
cchol,"""26-Carboxycholest-4-en-3-one""",['C27H42O3'],[]
ccmuac,"""Cis,cis-Muconate""",['C6H4O4'],[-2]
cdca24g,"""Chenodeoxycholic acid-24glucuronide, CDCA-24G""",['C30H47O10'],[-1]
cdca3g,"""Chenodeoxycholic acid-3glucuronide, CDCA-3G""",['C30H47O10'],[-1]
cddec5eACP,"""Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)""","['C23H41N2O8PRS', 'C396H623O143N96P1S3']",[-1]
cdec3eACP,"""Cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1)""","['C394H619O143N96P1S3', 'C21H37N2O8PRS']",[-1]
cdg,"""7-deaza-7-carboxyguanine""",['C7H5N4O3'],[-1]
cdgggp,"""CDP-2,3-digeranylgeranyl-sn-glycerol""",['C52H83N3O13P2'],[]
cdhxfut,"""Cyclic de-hypoxanthine futalosine""",['C14H13O7'],[-1]
cdiamp,"""Cyclic diadenosine monophosphate""",['C20H22N10O12P2'],[-2]
cdigmp,"""Cyclic diguanosine monophosphate""",['C20H22N10O14P2'],"[0, -2]"
cdlp_BS,"""Cardiolipin  B subtilis  C7172H13744O1700P200""",['C7172H13744O1700P200'],[-200]
cd2,"""Cadmium""",['Cd'],[2]
cdp12dgr1601619Z,"""CDP-1,2-diacyl-sn-glycerol(16:0/16:1(9Z))""",['C44H77N3O15P2'],[-2]
cdp12dgr160,"""CDP-1,2-diacyl-sn-glycerol(16:0/16:0)""",['C44H79N3O15P2'],[-2]
cdp,"""CDP C9H12N3O11P2""",['C9H12N3O11P2'],[-3]
cdp12dgr160182n6,"""CDP-1,2-diacyl-sn-glycerol(16:0/18:2(9Z,12Z))""",['C46H79N3O15P2'],[-2]
cdp12dgr160205n3,"""CDP-1,2-diacyl-sn-glycerol(16:0/20:5(5Z,8Z,11Z,14Z,17Z))""",['C48H77N3O15P2'],[-2]
cdp12dgr161,"""CDP-1,2-diacyl-sn-glycerol(16:1(9Z)/16:1(9Z))""",['C44H75N3O15P2'],[-2]
cdp12dgr1619Z160,"""CDP-1,2-diacyl-sn-glycerol(16:1(9Z)/16:0)""",['C44H77N3O15P2'],[-2]
cdp12dgr1619Z182n6,"""CDP-1,2-diacyl-sn-glycerol(16:1(9Z)/18:2(9Z,12Z))""",['C46H77N3O15P2'],[-2]
cdp12dgr1619Z205n3,"""CDP-1,2-diacyl-sn-glycerol(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C48H75N3O15P2'],[-2]
