bigg_id,name,formulas,charges
10fthf6glu,"""10-formyltetrahydrofolate-[Glu](6)""",['C45H51N12O22'],[-7]
10fthf,"""10-Formyltetrahydrofolate""",['C20H21N7O7'],[-2]
10fthfglu__L,"""10-Formyltetrahydrofolyl L-glutamate""",['C25H28N8O10'],[]
10fthf5glu,"""10-formyltetrahydrofolate-[Glu](5)""",['C40H45N11O19'],[-6]
10m3ouACP,"""10-methyl-3-oxo-undecanoyl-ACP""",['C23H41N2O9PRS'],[0]
10fthf7glu,"""10-formyltetrahydrofolate-[Glu](7)""",['C50H57N13O25'],[-8]
10mtd2eACP,"""10-methyl-trans-dodec-2-enoyl-ACP""",['C24H43N2O8PRS'],[0]
10mtu2eACP,"""10-methyl-trans-undec-2-enoyl-ACP""",['C23H41N2O8PRS'],[0]
10m3uACP,"""10-methyl-3-hydroxy-undecanoyl-ACP""",['C23H43N2O9PRS'],[0]
10muACP,"""10-methyl-undecanoyl-ACP""",['C23H43N2O8PRS'],[0]
10mdACP,"""10-methyl-dodecanoyl-ACP""",['C24H45N2O8PRS'],[0]
11m3hdACP,"""11-methyl-3-hydroxy-dodecanoyl-ACP""",['C24H45N2O9PRS'],[0]
11_cis_retfa,"""Fatty acid 11-cis-retinol""",['C20H29OR2CO'],[0]
11docrtsl,"""11docrtsl c""",['C21H30O4'],[0]
11docrtstrn,"""11-Deoxycorticosterone""",['C21H30O3'],[0]
11m3odACP,"""11-methyl-3-oxo-dodecanoyl-ACP""",['C24H43N2O9PRS'],[0]
11mdACP,"""11-methyl-dodecanoyl-ACP""",['C24H45N2O8PRS'],[0]
11mtdeACP,"""11-methyl-trans-dodec-2-enoyl-ACP""",['C24H43N2O8PRS'],[0]
123oxtACP,"""12-methyl-3-oxo-tetra-decanoyl-ACP""",['C26H47N2O9PRS'],[0]
12d3k5m,"""1 2 dihydroxy 3 keto 5 methylthiopentene C6H8O3S""",['C6H8O3S'],[-2]
12dgr120,"""1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)""",['C27H52O5'],[0]
12dgr140160,"""1,2-Diacyl-sn-glycerol(14:0/16:0)""",['C33H64O5'],[0]
12dgr140,"""1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)""",['C31H60O5'],[0]
12dag3p_BS,"""1 2 diacyl sn glycerol 3 phosphate C3436H6572O800P100""",['C3436H6572O800P100'],[-200]
12dgr1401619Z,"""1,2-Diacyl-sn-glycerol(14:0/16:1(9Z))""",['C33H62O5'],[0]
12dgr140182n6,"""1,2-Diacyl-sn-glycerol(14:0/18:2(9Z,12Z))""",['C35H64O5'],[0]
12dgr140163n4,"""1,2-Diacyl-sn-glycerol(14:0/16:3(6Z,9Z,12Z))""",['C33H58O5'],[0]
12dgr140162n4,"""1,2-Diacyl-sn-glycerol(14:0/16:2(9Z,12Z))""",['C33H60O5'],[0]
12dgr141,"""1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)""",['C31H56O5'],[0]
12dgr140205n3,"""1,2-Diacyl-sn-glycerol(14:0/20:5(5Z,8Z,11Z,14Z,17Z))""",['C37H62O5'],[0]
12dgr140183n6,"""1,2-Diacyl-sn-glycerol(14:0/18:3(6Z,9Z,12Z))""",['C35H62O5'],[0]
12dgr140180,"""1,2-Diacyl-sn-glycerol(14:0/18:0)""",['C35H68O5'],[0]
12dgr140183n3,"""1,2-Diacyl-sn-glycerol(14:0/18:3(9Z,12Z,15Z))""",['C35H62O5'],[0]
12dgr1401819Z,"""1,2-Diacyl-sn-glycerol(14:0/18:1(9Z))""",['C35H66O5'],[0]
12dgr140204n6,"""1,2-Diacyl-sn-glycerol(14:0/20:4(5Z,8Z,11Z,14Z))""",['C37H64O5'],[0]
12dgr140226n3,"""1,2-Diacyl-sn-glycerol(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))""",['C39H64O5'],[0]
12dgr160140,"""1,2-Diacyl-sn-glycerol(16:0/14:0)""",['C33H64O5'],[0]
12dgr1601619Z,"""1,2-Diacyl-sn-glycerol(16:0/16:1(9Z))""",['C35H66O5'],[0]
12dgr160180,"""1,2-Diacyl-sn-glycerol(16:0/18:0)""",['C37H72O5'],[0]
12dgr16018111Z,"""1,2-Diacyl-sn-glycerol (1-hexadecanoyl,2-(11Z)-octadecenoyl, 16:0/18:1(11Z))""",['C37H70O5'],[]
12dgr1601819Z,"""1,2-Diacyl-sn-glycerol (1-hexadecanoyl,2-(9Z)-octadecenoyl, 16:0/18:1(9Z))""",['C37H70O5'],[0]
12dgr160182n6,"""1,2-Diacyl-sn-glycerol(16:0/18:2(9Z,12Z))""",['C37H68O5'],[0]
12dgr160183n3,"""1,2-Diacyl-sn-glycerol(16:0/18:3(9Z,12Z,15Z))""",['C37H66O5'],[0]
12dgr160183n6,"""1,2-Diacyl-sn-glycerol(16:0/18:3(6Z,9Z,12Z))""",['C37H66O5'],[0]
12dgr160204n6,"""1,2-Diacyl-sn-glycerol(16:0/20:4(5Z,8Z,11Z,14Z))""",['C39H68O5'],[0]
12dgr160205n3,"""1,2-Diacyl-sn-glycerol(16:0/20:5(5Z,8Z,11Z,14Z,17Z))""",['C39H66O5'],[0]
12dgr160,"""1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)""",['C35H68O5'],[0]
12dgr160226n3,"""1,2-Diacyl-sn-glycerol(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))""",['C41H68O5'],[0]
12dgr161,"""1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)""",['C35H64O5'],[0]
12dgr1619Z140,"""1,2-Diacyl-sn-glycerol(16:1(9Z)/14:0)""",['C33H62O5'],[0]
12dgr1619Z160,"""1,2-Diacyl-sn-glycerol(16:1(9Z)/16:0)""",['C35H66O5'],[0]
12dgr1619Z162n4,"""1,2-Diacyl-sn-glycerol(16:1(9Z)/16:2(9Z,12Z))""",['C35H62O5'],[0]
12dgr1619Z163n4,"""1,2-Diacyl-sn-glycerol(16:1(9Z)/16:3(6Z,9Z,12Z))""",['C35H60O5'],[0]
12dgr1619Z180,"""1,2-Diacyl-sn-glycerol(16:1(9Z)/18:0)""",['C37H70O5'],[0]
12dgr1619Z1819Z,"""1,2-Diacyl-sn-glycerol(16:1(9Z)/18:1(9Z))""",['C37H68O5'],[0]
12dgr1619Z182n6,"""1,2-Diacyl-sn-glycerol(16:1(9Z)/18:2(9Z,12Z))""",['C37H66O5'],[0]
12dgr1619Z183n3,"""1,2-Diacyl-sn-glycerol(16:1(9Z)/18:3(9Z,12Z,15Z))""",['C37H64O5'],[0]
12dgr1619Z183n6,"""1,2-Diacyl-sn-glycerol(16:1(9Z)/18:3(6Z,9Z,12Z))""",['C37H64O5'],[0]
12dgr1619Z204n6,"""1,2-Diacyl-sn-glycerol(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))""",['C39H66O5'],[0]
12dgr1619Z205n3,"""1,2-Diacyl-sn-glycerol(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C39H64O5'],[0]
12dgr1619Z226n3,"""1,2-Diacyl-sn-glycerol(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))""",['C41H66O5'],[0]
12dgr1619Z240,"""1,2-Diacyl-sn-glycerol (16:1(9Z)/24:0)""",['C43H82O5'],[0]
12dgr180,"""1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)""",['C39H76O5'],[0]
12dgr180140,"""1,2-Diacyl-sn-glycerol(18:0/14:0)""",['C35H68O5'],[0]
12dgr180160,"""1,2-Diacyl-sn-glycerol(18:0/16:0)""",['C37H72O5'],[0]
12dgr1801619Z,"""1,2-Diacyl-sn-glycerol(18:0/16:1(9Z))""",['C37H70O5'],[0]
12dgr180182n6,"""1,2-Diacyl-sn-glycerol(18:0/18:2(9Z,12Z))""",['C39H72O5'],[0]
12dgr1801819Z,"""1,2-Diacyl-sn-glycerol (1-octadecanoyl,2-(9Z)-octadecenoyl, 18:0/18:1(9Z))""",['C39H74O5'],[0]
12dgr180183n3,"""1,2-Diacyl-sn-glycerol(18:0/18:3(9Z,12Z,15Z))""",['C39H70O5'],[0]
12dgr180183n6,"""1,2-Diacyl-sn-glycerol(18:0/18:3(6Z,9Z,12Z))""",['C39H70O5'],[0]
12dgr180204n6,"""1,2-Diacyl-sn-glycerol(18:0/20:4(5Z,8Z,11Z,14Z))""",['C41H72O5'],[0]
12dgr180205n3,"""1,2-Diacyl-sn-glycerol(18:0/20:5(5Z,8Z,11Z,14Z,17Z))""",['C41H70O5'],[0]
12dgr180226n3,"""1,2-Diacyl-sn-glycerol(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))""",['C43H72O5'],[0]
12dgr181,"""1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)""",['C39H72O5'],[0]
12dgr18111Z160,"""1,2-Diacyl-sn-glycerol (1-(11Z)-octadecenoyl,2-hexadecanoyl, 18:1(11Z)/16:0)""",[],[]
12dgr18111Z18111Z,"""1,2-Diacyl-sn-glycerol (1,2-di-(11Z)-octadecenoyl, 18:1(11Z)/18:1(11Z))""",['C39H72O5'],[]
12dgr18111Z1819Z,"""1,2-Diacyl-sn-glycerol (1-(11Z)-octadecenoyl,2-(9Z)-octadecenoyl, 18:1(11Z)/18:1(9Z))""",['C39H72O5'],[]
12dgr181_9,"""1,2-Diacyl-sn-glycerol (dioctadec-9-enoyl, n-C18 1)""",['C39H72O5'],[0]
12dgr1819Z140,"""1,2-Diacyl-sn-glycerol(18:1(9Z)/14:0)""",['C35H66O5'],[0]
12dgr1819Z160,"""1,2-Diacyl-sn-glycerol (1-(9Z)-octadecenoyl,2-hexadecanoyl, 18:1(9Z)/16:0)""",['C37H70O5'],[0]
12dgr1819Z1619Z,"""1,2-Diacyl-sn-glycerol (1-(9Z)-octadecenoyl,2-(9Z)-hexadecenoyl, 18:1(9Z)/16:1(9Z))""",['C37H68O5'],[0]
12dgr1819Z162n4,"""1,2-Diacyl-sn-glycerol(18:1(9Z)/16:2(9Z,12Z))""",['C37H66O5'],[0]
12dgr1819Z163n4,"""1,2-Diacyl-sn-glycerol(18:1(9Z)/16:3(6Z,9Z,12Z))""",['C37H64O5'],[0]
12dgr1819Z180,"""1,2-Diacyl-sn-glycerol(18:1(9Z)/18:0)""",['C39H74O5'],[0]
12dgr1819Z18111Z,"""1,2-Diacyl-sn-glycerol (1-(9Z)-octadecenoyl,2-(11Z)-octadecenoyl, 18:1(9Z)/18:1(11Z))""",['C39H72O5'],[]
12dgr1819Z1819Z,"""1,2-Diacyl-sn-glycerol (1,2-di-(9Z)-octadecenoyl, 18:1(9Z)/18:1(9Z))""",['C39H72O5'],[]
12dgr1819Z182n6,"""1,2-Diacyl-sn-glycerol(18:1(9Z)/18:2(9Z,12Z))""",['C39H70O5'],[0]
12dgr1819Z183n3,"""1,2-Diacyl-sn-glycerol(18:1(9Z)/18:3(9Z,12Z,15Z))""",['C39H68O5'],[0]
12dgr1819Z183n6,"""1,2-Diacyl-sn-glycerol(18:1(9Z)/18:3(6Z,9Z,12Z))""",['C39H68O5'],[0]
12dgr1819Z205n3,"""1,2-Diacyl-sn-glycerol(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C41H68O5'],[0]
12dgr1819Z204n6,"""1,2-Diacyl-sn-glycerol(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))""",['C41H70O5'],[0]
12dgr182_9_12,"""1,2-Diacyl-sn-glycerol (dioctadec-9-12-dienoyl, n-C18 2)""",['C39H68O5'],[0]
12dgr1819Z226n3,"""1,2-Diacyl-sn-glycerol(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))""",['C43H70O5'],[0]
12dgr182n6140,"""1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/14:0)""",['C35H64O5'],[0]
12dgr182n6160,"""1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/16:0)""",['C37H68O5'],[0]
12dgr182n61619Z,"""1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/16:1(9Z))""",['C37H66O5'],[0]
12dgr182n6180,"""1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/18:0)""",['C39H72O5'],[0]
12dgr182n61819Z,"""1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/18:1(9Z))""",['C39H70O5'],[0]
12dgr182n6183n6,"""1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))""",['C39H66O5'],[0]
12dgr182n6183n3,"""1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))""",['C39H66O5'],[0]
12dgr182n6204n6,"""1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))""",['C41H68O5'],[0]
12dgr182n6226n3,"""1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))""",['C43H68O5'],[0]
12dgr182n6205n3,"""1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C41H66O5'],[0]
12dgr183_6_9_12,"""1,2-Diacyl-sn-glycerol (dioctadec-6-9-12-trienoyl, n-C18 3)""",['C39H64O5'],[0]
12dgr183_9_12_15,"""1,2-Diacyl-sn-glycerol (dioctadec-9-12-15-trienoyl, n-C18 3)""",['C39H64O5'],[0]
12dgr184_6_9_12_15,"""1,2-Diacyl-sn-glycerol (dioctadec-6-9-12-15-tetraenoyl, n-C18 4)""",['C39H60O5'],[0]
12dgr205n3,"""1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C43H64O5'],[0]
12dgr205n3140,"""1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/14:0)""",['C37H62O5'],[0]
12dgr205n3160,"""1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)""",['C39H66O5'],[0]
12dgr205n31619Z,"""1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))""",['C39H64O5'],[0]
12dgr205n3162n4,"""1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:2(9Z,12Z))""",['C39H62O5'],[0]
12dgr205n3163n4,"""1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:3(6Z,9Z,12Z))""",['C39H60O5'],[0]
12dgr205n3180,"""1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/18:0)""",['C41H70O5'],[0]
12dgr205n3164n1,"""1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:4(6Z,9Z,12Z,15Z))""",['C39H58O5'],[0]
12dgr205n31819Z,"""1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z))""",['C41H68O5'],[0]
12dgr205n3182n6,"""1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))""",['C41H66O5'],[0]
12dgr205n3183n3,"""1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))""",['C41H64O5'],[0]
12dgr205n3183n6,"""1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))""",['C41H64O5'],[0]
12dgr226n3,"""1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))""",['C47H68O5'],[0]
12dgr205n3204n6,"""1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))""",['C43H66O5'],[0]
12dgr205n3226n3,"""1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))""",['C45H66O5'],[0]
12dgr226n3140,"""1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)""",['C39H64O5'],[0]
12dgr226n3160,"""1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)""",['C41H68O5'],[0]
12dgr226n31619Z,"""1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))""",['C41H66O5'],[0]
12dgr226n3180,"""1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)""",['C43H72O5'],[0]
12dgr226n31819Z,"""1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))""",['C43H70O5'],[0]
12dgr226n3182n6,"""1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))""",['C43H68O5'],[0]
12dgr226n3183n3,"""1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))""",['C43H66O5'],[0]
12dgr226n3183n6,"""1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z))""",['C43H66O5'],[0]
12dgr226n3204n6,"""1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))""",['C45H68O5'],[0]
12dgr226n3205n3,"""1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z))""",['C45H66O5'],[0]
12dgr2_ST,"""Membrane 1,2-diacylglycerol mixture""",[],[0]
12dgr_HP,"""1,2-Diacylglycerol Hp specific""",['C36H68O5'],[]
12dgr_EC,"""1,2-Diacylglycerol  (E.coli)""",['C1836H3448O250'],[0]
12dgr_BS,"""1 2 diacylglycerol C3436H6672O500""",['C3436H6672O500'],[0]
12dgr_LM,"""1 2 Diacylglycerol  L major  C3840H6924O500""",['C3840H6924O500'],[0]
12dgr_LLA,"""1 2 diacylglycerol  lactis specific """,['C3720H6998O500'],[0]
12dgr_SA,"""1,2-Daicylglycerol (Saureus)""",['C1560H3065O42'],[0]
12dgr_SC,"""1 2 Diacylglycerol  yeast specific C3540H6644O500""",['C3540H6644O500'],[0]
12dgr_TB,"""1,2-Diacyl-sn-glycerol""",['C41H80O5'],[]
12dhchol,"""12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid""",['C24H37O5'],[-1]
12diisgly,"""1 2-Diisoheptadecanoyl-sn-glycerol""",[],[0]
12harachd,"""12 hydroxy arachidonic acid""",['C20H31O3'],[-1]
12HPET,"""12-Hydroperoxyeicosa-5,8,10,14-tetraenoate""",['C20H31O4'],[-1]
12htacr,"""12-HT or M-VI, 12-hydroxy tacrolimus""",['C44H69NO13'],[0]
12m3htdACP,"""12-methyl-3-hydroxy-tetra-decanoyl-ACP""",['C26H49N2O9PRS'],[0]
12m3otACP,"""12-methyl-3-oxo-tridecanoyl-ACP""",['C25H45N2O9PRS'],[0]
12mdhtACP,"""12-methyl-3-hydroxy-tridecanoyl-ACP""",['C25H47N2O9PRS'],[0]
12methedec,"""12methedecACP c""",['C26H49N2O8PRS'],[0]
12methtetdec2,"""12-methyl-trans-tetra-dec-2-enoyl-ACP""",['C26H47N2O8PRS'],[0]
12mgdg160,"""3-D-glucosyl-1,2-Diacylglycerol (n-C16)""",[],[0]
12mgdg180,"""3-D-glucosyl-1,2-Diacylglycerol (n-C18 0)""",[],[0]
12mgdg161,"""3-D-glucosyl-1,2-Diacylglycerol (n-C16 1)""",[],[0]
12mgdg181,"""3-D-glucosyl-1,2-Diacylglycerol (n-C18 1)""",[],[0]
12mgdg181_9,"""3-D-glucosyl-1,2-Diacylglycerol (n-C18 1)""",[],[0]
12mgdg182_9_12,"""3-D-glucosyl-1,2-Diacylglycerol (n-C18 2)""",[],[0]
12mgdg183_6_9_12,"""3-D-glucosyl-1,2-Diacylglycerol (n-C18 3)""",[],[0]
12mgdg184_6_9_12_15,"""3-D-glucosyl-1,2-Diacylglycerol (n-C18 4)""",[],[0]
12mgdg183_9_12_15,"""3-D-glucosyl-1,2-Diacylglycerol (n-C18 3)""",[],[0]
12mtACP,"""12-methyl-tridecanoyl-ACP""",['C25H47N2O8PRS'],[0]
12mtt2eACP,"""12-methyl-trans-tridec-2-enoyl-ACP""",['C25H45N2O8PRS'],[0]
12napdol,"""1 2-Naphthalenediol""",[],[0]
12RHPET,"""12R-Hydroperoxyeicosatetraenoate""",['C20H31O4'],[-1]
1331tacr,"""13,31-O-Didesmethyl-tacrolimus""",['C42H65NO12'],[0]
13BDglcn,"""1 3 beta D Glucan C6H10O5""",['C6H10O5'],[0]
13_cis_oretn,"""13-cis-oxo-retinoic acid""","['C20H25O3', 'C20H27O3']",[-1]
13_cis_retn,"""13-cis-retinoate""",['C20H27O2'],[-1]
13_cis_retnglc,"""13-cis-retinoyl glucuronide""",['C26H35O8'],[-1]
13dampp,"""1 3 Diaminopropane C3H12N2""",['C3H12N2'],[2]
13dmt,"""13-O-desmethyl tacrolimus, 13-DMT or M-I""",['C43H67NO12'],[0]
12ppd__R,"""(R)-Propane-1,2-diol""",['C3H8O2'],[0]
13glucan,"""Beta-1,3-glucan""",['C12H21O14P'],[-2]
13dpg,"""3-Phospho-D-glyceroyl phosphate""",['C3H4O10P2'],[-4]
13m3htdACP,"""13-methyl-3-hydroxy-tetra-decanoyl-ACP""",['C26H49N2O9PRS'],[0]
13m3otdACP,"""13-methyl-3-oxo-tetra-decanoyl-ACP""",['C26H47N2O9PRS'],[0]
12ppd__S,"""(S)-Propane-1,2-diol""",['C3H8O2'],[0]
13mtdACP,"""13-methyl-tetra-decanoyl-ACP""",['C26H49N2O8PRS'],[0]
13mttd2eACP,"""13-methyl-trans-tetra-dec-2-enoyl-ACP""",['C26H47N2O8PRS'],[0]
13oocdcy1829Z11Ea,"""(9Z,11E)-13-Oxooctadeca-9,11-dienoic acid""",['C18H29O3'],[]
13ppd,"""1,3-Propanediol""",['C3H8O2'],[0]
13Shocdcy1829Z11Ea,"""(9Z,11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid""",['C18H31O3'],[]
13Shpocdcy1829Z11Ea,"""(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid""",['C18H31O4'],[]
14denlipidA,"""1' 4' bisphosphoethanolamin lipidIVa C72H138N4O29P4""",['C72H138N4O29P4'],[]
14bxyl,"""1 4 beta D Xylan C5H8O4""",['C5H8O4'],[0]
14denlipidA_LptA,"""1' 4' bisphosphoethanolamin lipidIVa C72H138N4O29P4""",['C72H138N4O29P4'],[]
14dh2napcoa,"""1,4-Dihydroxy-2-naphthoyl-CoA""",[],[-4]
14dhncoa,"""1,4-dihydroxy-2-napthoyl-CoA""",['C32H38N7O19P3S'],[-4]
14glun,""" 1 4 alpha D Glucosyl n C6H12O6""","['C6H10O5', 'C6H12O6']",[0]
14hmdz,"""1,4-Dihydroxy-midazolam""",['C18H13ClFN3O2'],[0]
14m3hdACP,"""14-methyl-3-hydroxy-hexa-decanoyl-ACP""",['C28H53N2O9PRS'],[0]
14m3hpACP,"""14-methyl-3-hydroxy-pentadecanoyl-ACP""",['C27H51N2O9PRS'],[0]
14m3ohdACP,"""14-methyl-3-oxo-hexa-decanoyl-ACP""",['C28H51N2O9PRS'],[0]
14m3opACP,"""14-methyl-3-oxo-pentadecanoyl-ACP""",['C27H49N2O9PRS'],[0]
14mhdACP,"""14-methyl-hexa-decanoyl-ACP""",['C28H53N2O8PRS'],[0]
14mpACP,"""14-methyl-pentadecanoyl-ACP""",['C27H51N2O8PRS'],[0]
14mthdeACP,"""14-methyl-trans-hexa-dec-2-enoyl-ACP""",['C28H51N2O8PRS'],[0]
14glucan,"""1,4-alpha-D-glucan""","['C36H62O31', 'C6H10O5', 'C6H11O5R']",[0]
14mtp2eACP,"""14-methyl-trans-pentadec-2-enoyl-ACP""",['C27H49N2O8PRS'],[0]
1513tacr,"""13,15-O-didesmethyl tacrolimus""",['C42H65NO12'],[0]
1531tacr,"""15, 31-O-Didesmethyl-tacrolimus""",['C42H65NO12'],[0]
15dmt,"""15-DMT or M-III, 15-O-desmethyl tacrolimus""",['C43H67NO12'],[0]
15gl,"""D-Glucono-1,5-lactone""",[],[0]
15HPET,"""15-Hydroperoxyeicosatetraenoic acid""",['C20H31O4'],[-1]
15kprostgf2,"""15-Keto-Prostaglandin F2A""",['C20H31O5'],[-1]
15m3hdACP,"""15-methyl-3-hydroxy-hexa-decanoyl-ACP""",['C28H53N2O9PRS'],[0]
15m3ohdACP,"""15-methyl-3-oxo-hexa-decanoyl-ACP""",['C28H51N2O9PRS'],[0]
15methexeACP,"""15-methyl-trans-hexa-dec-2-enoyl-ACP""",['C28H51N2O8PRS'],[0]
15mhdACP,"""15-methyl-hexa-decanoyl-ACP""",['C28H53N2O8PRS'],[0]
16BDglcn,"""1 6 beta D Glucan C6H10O5""",['C6H10O5'],[0]
15dap,"""1,5-Diaminopentane""",['C5H16N2'],[2]
16m3hdACP,"""16-methyl-3-hydroxy-hexa-decanoyl-ACP""",['C30H57N2O9PRS'],[0]
16m3hpACP,"""16-methyl-3-hydroxy-pentadecanoyl-ACP""",['C29H55N2O9PRS'],[0]
16m3ohdACP,"""16-methyl-3-oxo-hexa-decanoyl-ACP""",['C30H55N2O9PRS'],[0]
16m3opACP,"""16-methyl-3-oxo-pentadecanoyl-ACP""",['C29H53N2O9PRS'],[0]
16mhdACP,"""16-methyl-hexa-decanoyl-ACP""",['C30H57N2O8PRS'],[0]
16mpACP,"""16-methyl-pentadecanoyl-ACP""",['C29H55N2O8PRS'],[0]
16mthdeACP,"""16-methyl-trans-hexa-dec-2-enoyl-ACP""",['C30H55N2O8PRS'],[0]
16mtp2eACP,"""16-methyl-trans-pentadec-2-enoyl-ACP NAD oxidoreductase A-specific """,['C29H53N2O8PRS'],[0]
17ahprgnlone,"""17alpha-Hydroxypregnenolone""",['C21H32O3'],[0]
17ahprgstrn,"""17alpha-Hydroxyprogesterone""",['C21H30O3'],[0]
17m3hdACP,"""17-methyl-3-hydroxy-hexa-decanoyl-ACP""",['C30H57N2O9PRS'],[0]
17m3ohdACP,"""17-methyl-3-oxo-hexa-decanoyl-ACP""",['C30H55N2O9PRS'],[0]
17mhdACP,"""17-methyl-hexa-decanoyl-ACP""",['C30H57N2O8PRS'],[0]
18harachd,"""18 hydroxy arachidonic acid""",['C20H31O3'],[-1]
17mthdeACP,"""17-methyl-trans-hexa-dec-2-enoyl-ACP""",['C30H55N2O8PRS'],[0]
1a2425thvitd2,"""1-alpha,24R,25-Trihydroxyvitamin D2""",['C28H44O4'],[0]
1a2425thvitd3,"""1-alpha,24R,25-Trihydroxyvitamin D3""",['C27H44O4'],[0]
1a25dhvitd2,"""1-alpha,25-Dihydroxyvitamin D2""",['C28H44O3'],[0]
1a25dhvitd3,"""1-alpha,25-Dihydroxyvitamin D3""",['C27H44O3'],[0]
1acpc,"""1-Aminocyclopropane-1-carboxylate""",['C4H7NO2'],[0]
1ag160,"""1 Acyl sn glycerol  hexadecanoate""",['C19H38O4'],[0]
1ag181d9,"""1 Acyl sn glycerol  nC181d9""",['C21H40O4'],[0]
1ag180,"""1 Acyl sn glycerol  octadecanoate""",['C21H42O4'],[0]
