reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test,dead_end_test
NDPK5,atp_c + dgdp_c <=> adp_c + dgtp_c,ok,ok,ok,ok,ok,ok
NDPK6,atp_c + dudp_c <=> adp_c + dutp_c,ok,ok,ok,ok,ok,ok
NFORGLUAH2,Nforglu_c + h2o_c --> for_c + glu__L_c,ok,ok,ok,ok,ok,ok
NH4t3pp,h_p + nh4_c --> h_c + nh4_p,ok,ok,ok,ok,ok,ok
NH4tex,nh4_e <=> nh4_p,ok,ok,ok,ok,ok,ok
NH4tpp,nh4_p <=> nh4_c,ok,ok,ok,ok,ok,ok
NI2t3pp,h_p + ni2_c --> h_c + ni2_p,ok,ok,ok,ok,ok,ok
NI2t4pp,h_p + k_p + ni2_c --> h_c + k_c + ni2_p,ok,ok,ok,ok,ok,ok
NI2tex,ni2_e <=> ni2_p,ok,ok,ok,ok,ok,ok
NI2tpp,ni2_p --> ni2_c,ok,ok,ok,ok,ok,ok
NI2uabcpp,atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c,ok,ok,ok,ok,ok,ok
NITR,h_c + nadh_c + no3_c --> h2o_c + nad_c + no2_c,ok,ok,ok,NO3R2pp,ok,ok
NMNAT,atp_c + h_c + nmn_c --> nad_c + ppi_c,ok,ok,ok,ok,ok,ok
NMNDA,h2o_c + nmn_c --> nh4_c + nicrnt_c,ok,ok,ok,ok,ok,ok
NMNN,h2o_c + nmn_c --> h_c + ncam_c + r5p_c,ok,ok,ok,ok,ok,ok
NMO,etha_c + fmnh2_c + o2_c --> acald_c + fmn_c + 6.0 h_c + no2_c,ok,ok,ok,ok,ok,ok
NNAM,h2o_c + ncam_c --> nac_c + nh4_c,ok,ok,ok,ok,ok,ok
NNATr,atp_c + h_c + nicrnt_c --> dnad_c + ppi_c,ok,ok,ok,ok,ok,ok
NNDPR,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,ok,ok,ok,ok,ok,ok
NO2t2rpp,h_p + no2_p --> h_c + no2_c,ok,ok,ok,ok,ok,ok
NO3R2pp,2.0 h_c + mql8_c + no3_c --> h2o_c + 2.0 h_p + mqn8_c + no2_c,ok,ok,ok,NITR,ok,ok
NO3abc,atp_c + h2o_c + no3_e --> adp_c + h_c + no3_c + pi_c,ok,ok,ok,ok,ok,ok
NO3abcpp,atp_c + h2o_c + no3_p --> adp_c + h_c + no3_c + pi_c,ok,ok,ok,ok,ok,ok
NO3t,no3_e <=> no3_c,ok,ok,ok,ok,ok,ok
NO3t2pp,h_p + no3_p --> h_c + no3_c,ok,ok,ok,ok,ok,ok
NODOx,nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c,ok,ok,ok,NODOy,ok,ok
NODOy,nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c,ok,ok,ok,NODOx,ok,ok
NONAtexi,nona_e --> nona_p,ok,ok,ok,ok,ok,ok
NOVBCNtpp,h_p + novbcn_p --> h_c + novbcn_e,ok,ok,ok,ok,ok,ok
NTD1,dump_c + h2o_c --> duri_c + pi_c,ok,ok,ok,ok,ok,ok
NTD10,h2o_c + xmp_c --> pi_c + xtsn_c,ok,ok,ok,ok,ok,ok
NTD11,h2o_c + imp_c --> ins_c + pi_c,ok,ok,ok,ok,ok,ok
NTD12,dimp_c + h2o_c --> din_c + pi_c,ok,ok,ok,ok,ok,ok
NTD2,h2o_c + ump_c --> pi_c + uri_c,ok,ok,ok,ok,ok,ok
NTD3,dcmp_c + h2o_c --> dcyt_c + pi_c,ok,ok,ok,ok,ok,ok
NTD4,cmp_c + h2o_c --> cytd_c + pi_c,ok,ok,ok,ok,ok,ok
NTD5,dtmp_c + h2o_c --> pi_c + thymd_c,ok,ok,ok,ok,ok,ok
NTD6,damp_c + h2o_c --> dad_2_c + pi_c,ok,ok,ok,ok,ok,ok
NTD7,amp_c + h2o_c --> adn_c + pi_c,ok,ok,ok,ok,ok,ok
NTD8,dgmp_c + h2o_c --> dgsn_c + pi_c,ok,ok,ok,ok,ok,ok
NTD9,gmp_c + h2o_c --> gsn_c + pi_c,ok,ok,ok,ok,ok,ok
NTP1,atp_c + h2o_c --> adp_c + h_c + pi_c,ATPM,ok,ok,ok,ok,ok
NTP10,h2o_c + itp_c --> h_c + idp_c + pi_c,ok,ok,ok,ok,ok,ok
NTP3,gtp_c + h2o_c --> gdp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
NTP5,ctp_c + h2o_c --> cdp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
NTPP1,dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
NTPP10,ditp_c + h2o_c --> dimp_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
NTPP11,h2o_c + xtp_c --> h_c + ppi_c + xmp_c,ok,ok,ok,ok,ok,ok
NTPP2,gtp_c + h2o_c --> gmp_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
NTPP3,dctp_c + h2o_c --> dcmp_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
NTPP4,ctp_c + h2o_c --> cmp_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
NTPP5,datp_c + h2o_c --> damp_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
NTPP6,atp_c + h2o_c --> amp_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
NTPP7,dttp_c + h2o_c --> dtmp_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
NTPP8,h2o_c + utp_c --> h_c + ppi_c + ump_c,ok,ok,ok,ok,ok,ok
NTPP9,h2o_c + itp_c --> h_c + imp_c + ppi_c,ok,ok,ok,ok,ok,ok
NTPTP1,dgtp_c + h2o_c --> dgsn_c + pppi_c,ok,ok,ok,ok,ok,ok
NTPTP2,gtp_c + h2o_c --> gsn_c + pppi_c,ok,ok,ok,ok,ok,ok
NTR3B,2.0 h_c + mql7_c + no3_c --> h2o_c + 2.0 h_e + mqn7_c + no2_c,ok,ok,ok,ok,ok,ok
NTRIR2x,5.0 h_c + 3.0 nadh_c + no2_c --> 2.0 h2o_c + 3.0 nad_c + nh4_c,ok,ok,ok,ok,ok,ok
O2tex,o2_e <=> o2_p,ok,ok,ok,ok,ok,ok
O2tpp,o2_p <=> o2_c,ok,ok,ok,ok,ok,ok
OAADC,h_c + oaa_c --> co2_c + pyr_c,ok,ok,ok,ok,ok,ok
OAAt2_2pp,2.0 h_p + oaa_p --> 2.0 h_c + oaa_c,ok,ok,ok,ok,ok,ok
OARGDC,5g2oxpt_c + h_c --> co2_c + gdbtal_c,ok,ok,ok,ok,ok,ok
OCBT,cbp_c + orn_c <=> citr__L_c + h_c + pi_c,ok,OCBT2i,OCBT2i,ok,ok,ok
OCBT2i,citr__L_c + h_c + pi_c --> cbp_c + orn_c,ok,OCBT,OCBT,ok,ok,ok
OCDCAt2pp,h_p + ocdca_p --> h_c + ocdca_c,ok,ok,ok,ok,ok,ok
OCDCAtexi,ocdca_e --> ocdca_p,ok,ok,ok,ok,ok,ok
OCDCEAt2pp,h_p + ocdcea_p --> h_c + ocdcea_c,ok,ok,ok,ok,ok,ok
OCDCEAtexi,ocdcea_e --> ocdcea_p,ok,ok,ok,ok,ok,ok
OCOAT1,acac_c + succoa_c <=> aacoa_c + succ_c,ok,ok,ok,ok,ok,ok
OCOAT2r,3mb_c + succoa_c <=> ivcoa_c + succ_c,ok,ok,ok,ok,ok,ok
OCOAT4,dhcrn_c + succoa_c --> dhcrncoa_c + succ_c,ok,ok,ok,ok,ok,ok
OCTDPS,frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c,ok,ok,ok,ok,ok,ok
OHCUDC2,5houdic_c + h_c --> alltn__R_c + co2_c,ok,ok,ok,ok,ok,ok
OHEDH,2ohed_c + h2o_c --> 24dhhed_c,ok,ok,ok,ok,ok,ok
OIVD1r,4mop_c + coa_c + nad_c <=> co2_c + ivcoa_c + nadh_c,ok,ok,ok,ok,ok,ok
OIVD2,3mob_c + coa_c + nad_c --> co2_c + ibcoa_c + nadh_c,ok,ok,ok,ok,ok,ok
OIVD3,3mop_c + coa_c + nad_c --> 2mbcoa_c + co2_c + nadh_c,ok,ok,ok,ok,ok,ok
OMCDC,3c4mop_c + h_c --> 4mop_c + co2_c,ok,ok,ok,ok,ok,ok
OMPDC,h_c + orot5p_c --> co2_c + ump_c,ok,ok,ok,ok,ok,ok
OOR3r,akg_c + coa_c + 2.0 fdxox_c --> co2_c + 2.0 fdxrd_c + h_c + succoa_c,ok,ok,ok,ok,ok,ok
OPHBDC,3ophb_c + h_c --> 2oph_c + co2_c,ok,ok,ok,ok,ok,ok
OPHHX,2oph_c + 0.5 o2_c --> 2ohph_c,ok,ok,ok,ok,ok,ok
OPTCCL,5cohe_c + h_c --> 2hh24dd_c + co2_c,ok,ok,ok,ok,ok,ok
ORN5O,nadh_c + o2_c + orn_c --> h2o_c + n5horn_c + nad_c,ok,ok,ok,ok,ok,ok
ORNCD,orn_c <=> nh4_c + pro__L_c,ok,ok,ok,ok,ok,ok
ORNDC,h_c + orn_c --> co2_c + ptrc_c,ok,ok,ok,ok,ok,ok
ORNTA,akg_c + orn_c <=> glu5sa_c + glu__L_c,ok,ok,ok,ok,ok,ok
ORNabc,atp_c + h2o_c + orn_e --> adp_c + h_c + orn_c + pi_c,ok,ok,ok,ok,ok,ok
ORNabcpp,atp_c + h2o_c + orn_p --> adp_c + h_c + orn_c + pi_c,ok,ok,ok,ok,ok,ok
ORNt,orn_e <=> orn_c,ok,ok,ok,ok,ok,ok
OROTt2_2pp,2.0 h_p + orot_p --> 2.0 h_c + orot_c,ok,ok,ok,ok,ok,ok
ORPT,orot5p_c + ppi_c <-- orot_c + prpp_c,ok,ok,ok,ok,ok,ok
OXCOAHDH,2oxpaccoa_c + 2.0 h2o_c + nadp_c --> 3oxdhscoa_c + 2.0 h_c + nadph_c,ok,ok,ok,ok,ok,ok
OXDHCOAT,3oxdhscoa_c + coa_c --> 23dhacoa_c + accoa_c,ok,ok,ok,ok,ok,ok
OXOADLR,2oxoadp_c + h_c + lpam_c --> S_gtrdhdlp_c + co2_c,ok,ok,ok,ok,ok,ok
OXOAEL,5odhf2a_c + h2o_c --> 3oxoadp_c + h_c,ok,ok,ok,ok,ok,ok
P5CD,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
P5CR,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,ok,ok,ok,PROD2,ok,ok
PA120abcpp,atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_p + pi_c,ok,ok,ok,ok,ok,ok
PA140abcpp,atp_c + h2o_c + pa140_c --> adp_c + h_c + pa140_p + pi_c,ok,ok,ok,ok,ok,ok
PA141abcpp,atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_p + pi_c,ok,ok,ok,ok,ok,ok
PA160abcpp,atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_p + pi_c,ok,ok,ok,ok,ok,ok
PA161abcpp,atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_p + pi_c,ok,ok,ok,ok,ok,ok
PA180abcpp,atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_p + pi_c,ok,ok,ok,ok,ok,ok
PA181abcpp,atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_p + pi_c,ok,ok,ok,ok,ok,ok
PACALtabcpp,atp_c + h2o_c + pacald_p --> adp_c + h_c + pacald_c + pi_c,ok,ok,ok,ok,ok,ok
PACCOAE,h_c + nadph_c + o2_c + phaccoa_c --> h2o_c + nadp_c + rephaccoa_c,ok,ok,ok,ok,ok,ok
PACCOAL,atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c,ok,ok,ok,ok,ok,ok
PACOAT,h2o_c + phaccoa_c --> coa_c + h_c + pac_c,ok,ok,ok,ok,ok,ok
PALDH,Pald_c + h2o_c --> acald_c + pi_c,ok,ok,ok,ok,ok,ok
PALDP,h2o_c + pald_c --> acald_c + pi_c,ok,ok,ok,ok,ok,ok
PALGSKT,5.0 gdpmanur_c + h2o_c --> 5.0 gdp_c + 5.0 h_p + prealginate__M_p,ok,ok,ok,ok,ok,ok
PANTS,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,ok,ok,ok,ok,ok,ok
PAPA120pp,h2o_p + pa120_p --> 12dgr120_p + pi_p,ok,ok,ok,ok,ok,ok
PAPA140pp,h2o_p + pa140_p --> 12dgr140_p + pi_p,ok,ok,ok,ok,ok,ok
PAPA141pp,h2o_p + pa141_p --> 12dgr141_p + pi_p,ok,ok,ok,ok,ok,ok
PAPA160pp,h2o_p + pa160_p --> 12dgr160_p + pi_p,ok,ok,ok,ok,ok,ok
PAPA161pp,h2o_p + pa161_p --> 12dgr161_p + pi_p,ok,ok,ok,ok,ok,ok
PAPA180pp,h2o_p + pa180_p --> 12dgr180_p + pi_p,ok,ok,ok,ok,ok,ok
PAPA181pp,h2o_p + pa181_p --> 12dgr181_p + pi_p,ok,ok,ok,ok,ok,ok
PAPPT3,udcpp_c + ugmda_c --> uagmda_c + ump_c,ok,ok,ok,ok,ok,ok
PAPSR,paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c,ok,ok,ok,PAPSR2,ok,ok
PAPSR2,grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c,ok,ok,ok,PAPSR,ok,ok
PC,atp_c + hco3_c + pyr_c --> adp_c + h_c + oaa_c + pi_c,ok,ok,ok,ok,ok,ok
PCADYOX,34dhbz_c + o2_c --> CCbuttc_c + 2.0 h_c,ok,ok,ok,ok,ok,ok
PCMEH3pp,4hba_p + mqn8_c --> 4hbald_p + mql8_c,ok,ok,ok,ok,ok,ok
PDE1,camp_c + h2o_c --> amp_c + h_c,ok,ok,ok,ok,ok,ok
PDE4,35cgmp_c + h2o_c --> gmp_c + h_c,ok,ok,ok,ok,ok,ok
PDH,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,ok,ok,ok,ok,ok,ok
PDHa,h_c + lpam_c + pyr_c --> adhlam_c + co2_c,ok,ok,ok,ok,ok,ok
PDHcr,dhlam_c + nad_c --> h_c + lpam_c + nadh_c,ok,ok,ok,ok,ok,ok
PDX5POi,o2_c + pdx5p_c --> h2o2_c + pydx5p_c,ok,ok,ok,ok,ok,ok
PDX5PS,dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c,ok,ok,ok,ok,ok,ok
PDXPP,h2o_c + pdx5p_c --> pi_c + pydxn_c,ok,ok,ok,ok,ok,ok
PE160abcpp,atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c,ok,ok,ok,ok,ok,ok
PE161abcpp,atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c,ok,ok,ok,ok,ok,ok
PE180abcpp,atp_c + h2o_c + pe180_c --> adp_c + h_c + pe180_p + pi_c,ok,ok,ok,ok,ok,ok
PE181abcpp,atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c,ok,ok,ok,ok,ok,ok
PEAMNO,h2o_c + o2_c + peamn_c --> h2o2_c + nh4_c + pacald_c,ok,ok,ok,ok,ok,ok
PEAMNO2pp,h2o_p + peamn_p + pqq_p --> nh4_p + pacald_p + pqqh2_p,ok,ok,ok,ok,ok,ok
PEAtabcpp,atp_c + h2o_c + peamn_p --> adp_c + h_c + peamn_c + pi_c,ok,ok,ok,ok,ok,ok
PG120abcpp,atp_c + h2o_c + pg120_c --> adp_c + h_c + pg120_p + pi_c,ok,ok,ok,ok,ok,ok
PG140abcpp,atp_c + h2o_c + pg140_c --> adp_c + h_c + pg140_p + pi_c,ok,ok,ok,ok,ok,ok
PG141abcpp,atp_c + h2o_c + pg141_c --> adp_c + h_c + pg141_p + pi_c,ok,ok,ok,ok,ok,ok
PG160abcpp,atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c,ok,ok,ok,ok,ok,ok
PG161abcpp,atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c,ok,ok,ok,ok,ok,ok
PG180abcpp,atp_c + h2o_c + pg180_c --> adp_c + h_c + pg180_p + pi_c,ok,ok,ok,ok,ok,ok
PG181abcpp,atp_c + h2o_c + pg181_c --> adp_c + h_c + pg181_p + pi_c,ok,ok,ok,ok,ok,ok
PGCD,3pg_c + nad_c --> 3php_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
PGI,g6p_c <=> f6p_c,ok,ok,ok,ok,ok,ok
PGK,3pg_c + atp_c <=> 13dpg_c + adp_c,ok,ok,ok,ok,ok,ok
PGL,6pgl_c + h2o_c --> 6pgc_c + h_c,ok,ok,ok,ok,ok,ok
PGM,2pg_c <=> 3pg_c,ok,ok,ok,ok,ok,ok
PGMT,g1p_c <=> g6p_c,ok,ok,ok,ok,ok,ok
PGP120abcpp,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c,ok,ok,ok,ok,ok,ok
PGP140abcpp,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c,ok,ok,ok,ok,ok,ok
PGP141abcpp,atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_p + pi_c,ok,ok,ok,ok,ok,ok
PGP160abcpp,atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_p + pi_c,ok,ok,ok,ok,ok,ok
PGP161abcpp,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c,ok,ok,ok,ok,ok,ok
PGP180abcpp,atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_p + pi_c,ok,ok,ok,ok,ok,ok
PGP181abcpp,atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c,ok,ok,ok,ok,ok,ok
PGPP120,h2o_c + pgp120_c --> pg120_c + pi_c,ok,ok,ok,ok,ok,ok
PGPP120pp,h2o_p + pgp120_p --> pg120_p + pi_p,ok,ok,ok,ok,ok,ok
PGPP140,h2o_c + pgp140_c --> pg140_c + pi_c,ok,ok,ok,ok,ok,ok
PGPP140pp,h2o_p + pgp140_p --> pg140_p + pi_p,ok,ok,ok,ok,ok,ok
PGPP141,h2o_c + pgp141_c --> pg141_c + pi_c,ok,ok,ok,ok,ok,ok
PGPP141pp,h2o_p + pgp141_p --> pg141_p + pi_p,ok,ok,ok,ok,ok,ok
PGPP160,h2o_c + pgp160_c --> pg160_c + pi_c,ok,ok,ok,ok,ok,ok
PGPP160pp,h2o_p + pgp160_p --> pg160_p + pi_p,ok,ok,ok,ok,ok,ok
PGPP161,h2o_c + pgp161_c --> pg161_c + pi_c,ok,ok,ok,ok,ok,ok
PGPP161pp,h2o_p + pgp161_p --> pg161_p + pi_p,ok,ok,ok,ok,ok,ok
PGPP180,h2o_c + pgp180_c --> pg180_c + pi_c,ok,ok,ok,ok,ok,ok
PGPP180pp,h2o_p + pgp180_p --> pg180_p + pi_p,ok,ok,ok,ok,ok,ok
PGPP181,h2o_c + pgp181_c --> pg181_c + pi_c,ok,ok,ok,ok,ok,ok
PGPP181pp,h2o_p + pgp181_p --> pg181_p + pi_p,ok,ok,ok,ok,ok,ok
PGSA120,cdpdddecg_c + glyc3p_c --> cmp_c + h_c + pgp120_c,ok,ok,ok,ok,ok,ok
PGSA140,cdpdtdecg_c + glyc3p_c --> cmp_c + h_c + pgp140_c,ok,ok,ok,ok,ok,ok
PGSA141,cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c,ok,ok,ok,ok,ok,ok
PGSA160,cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c,ok,ok,ok,ok,ok,ok
PGSA161,cdpdhdec9eg_c + glyc3p_c --> cmp_c + h_c + pgp161_c,ok,ok,ok,ok,ok,ok
PGSA180,cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c,ok,ok,ok,ok,ok,ok
PGSA181,cdpdodec11eg_c + glyc3p_c --> cmp_c + h_c + pgp181_c,ok,ok,ok,ok,ok,ok
PHACOAOR,h2_c + o2_c + phaccoa_c --> 2dhphaccoa_c,ok,ok,ok,ok,ok,ok
PHEDCAtexi,phedca_e --> phedca_p,ok,ok,ok,ok,ok,ok
PHEHPAtexi,phehpa_e --> phehpa_p,ok,ok,ok,ok,ok,ok
PHEHXAtexi,phehxa_e --> phehxa_p,ok,ok,ok,ok,ok,ok
PHEME2abcpp,atp_c + h2o_c + pheme_p --> adp_c + h_c + pheme_c + pi_c,ok,ok,PHEMEabcpp,ok,ok,ok
PHEMEabcpp,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c,ok,ok,PHEME2abcpp,ok,ok,ok
PHEMEt,pheme_e <=> pheme_c,ok,ok,ok,ok,ok,ok
PHEMEtiex,pheme_p --> pheme_e,ok,ok,ok,ok,ok,ok
PHEMEtonex,h_p + pheme_e --> h_c + pheme_p,ok,ok,ok,ok,ok,ok
PHENONAtexi,phenona_e --> phenona_p,ok,ok,ok,ok,ok,ok
PHEOCTAtexi,pheocta_e --> pheocta_p,ok,ok,ok,ok,ok,ok
PHEPTtexi,phept_e --> phept_p,ok,ok,ok,ok,ok,ok
PHET,fad_c + h2o_c + phe__D_c --> fadh2_c + nh4_c + phpyr_c,ok,ok,ok,ok,ok,ok
PHETHPTOX3,o2_c + phe__L_c + thmnp_c --> dhmpt_c + h2o_c + tyr__L_c,ok,ok,ok,ok,ok,ok
PHEabc,atp_c + h2o_c + phe__L_e --> adp_c + h_c + phe__L_c + pi_c,ok,ok,ok,ok,ok,ok
PHEt2rpp,h_p + phe__L_p --> h_c + phe__L_c,ok,ok,ok,ok,ok,ok
PHEtipp,phe__L_c --> phe__L_p,ok,ok,ok,ok,ok,ok
PIabc,atp_c + h2o_c + pi_e --> adp_c + h_c + 2.0 pi_c,ok,ok,ok,ok,ok,ok
PIt2rpp,h_p + pi_p --> h_c + pi_c,ok,ok,ok,ok,ok,ok
PIt7,3.0 na1_e + pi_e --> 3.0 na1_c + pi_c,ok,ok,ok,ok,ok,ok
PIt7ipp,3.0 na1_p + pi_p --> 3.0 na1_c + pi_c,ok,ok,ok,ok,ok,ok
PItex,pi_e <=> pi_p,ok,ok,ok,ok,ok,ok
PIuabcpp,atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c,ok,ok,ok,ok,ok,ok
PLCD,h2o_c + ptd1ino160_c --> 12dgr160_c + h_c + mi1p__D_c,ok,ok,ok,ok,ok,ok
PLIPA1E160pp,h2o_p + pe160_p --> 2agpe160_p + h_p + hdca_p,ok,ok,ok,ok,ok,ok
PLIPA1E161pp,h2o_p + pe161_p --> 2agpe161_p + h_p + hdcea_p,ok,ok,ok,ok,ok,ok
PLIPA1E180pp,h2o_p + pe180_p --> 2agpe180_p + h_p + ocdca_p,ok,ok,ok,ok,ok,ok
PLIPA1E181pp,h2o_p + pe181_p --> 2agpe181_p + h_p + ocdcea_p,ok,ok,ok,ok,ok,ok
PLIPA1G160pp,h2o_p + pg160_p --> 2agpg160_p + h_p + hdca_p,ok,ok,ok,ok,ok,ok
PLIPA1G161pp,h2o_p + pg161_p --> 2agpg161_p + h_p + hdcea_p,ok,ok,ok,ok,ok,ok
PLIPA1G181pp,h2o_p + pg181_p --> 2agpg181_p + h_p + ocdcea_p,ok,ok,ok,ok,ok,ok
PLIPA2E181pp,h2o_p + pe181_p --> 1agpe181_p + h_p + ocdcea_p,ok,ok,ok,ok,ok,ok
PLIPA2G181pp,h2o_p + pg181_p --> 1agpg181_p + h_p + ocdcea_p,ok,ok,ok,ok,ok,ok
PMDPHT,5aprbu_c + h2o_c --> 4r5au_c + pi_c,ok,ok,ok,ok,ok,ok
PMPK,4ampm_c + atp_c --> 2mahmp_c + adp_c,ok,ok,ok,ok,ok,ok
PNTK,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,ok,ok,ok,ok,ok,ok
PNTOt4pp,na1_p + pnto__R_p --> na1_c + pnto__R_c,ok,ok,ok,ok,ok,ok
POR_syn,coa_c + 2.0 fdxox_c + pyr_c --> accoa_c + co2_c + 2.0 fdxrd_c + h_c,ok,ok,ok,ok,ok,ok
PPA,h2o_c + ppi_c --> h_c + 2.0 pi_c,ok,ok,ok,ok,ok,ok
PPA2,h2o_c + pppi_c --> h_c + pi_c + ppi_c,ok,ok,ok,ok,ok,ok
PPAt2pp,h_p + ppa_p --> h_c + ppa_c,ok,ok,ok,ok,ok,ok
PPBNGS,2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c,ok,ok,ok,ok,ok,ok
PPC,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,ok,ok,ok,ok,ok,ok
PPCDC,4ppcys_c + h_c --> co2_c + pan4p_c,ok,ok,ok,ok,ok,ok
PPCK,atp_c + oaa_c --> adp_c + co2_c + pep_c,ok,ok,ok,ok,ok,ok
PPCOAC,atp_c + hco3_c + ppcoa_c --> adp_c + h_c + mmcoa__S_c + pi_c,ok,ok,ok,ok,ok,ok
PPCSCT,ppcoa_c + succ_c --> ppa_c + succoa_c,ok,ok,ok,ok,ok,ok
PPDOy,h_c + lald__D_c + nadph_c --> 12ppd__R_c + nadp_c,ok,ok,ok,LCARR,ok,ok
PPGPPDP,h2o_c + ppgpp_c --> gdp_c + ppi_c,ok,ok,ok,ok,ok,ok
PPGPPDPE,h2o_c + pppgpp_c --> gtp_c + 7.0 h_c + ppi_c,ok,ok,ok,ok,ok,ok
PPIuabcpp,atp_c + h2o_c + ppi_p --> adp_c + h_c + pi_c + ppi_c,ok,ok,ok,ok,ok,ok
PPK,atp_c + pi_c --> adp_c + ppi_c,ok,ok,ok,ok,ok,ok
PPK2,atp_c + ppi_c --> adp_c + pppi_c,ok,ok,ok,ok,ok,ok
PPK50_B,47.0 gdp_c + ppi50_c --> 47.0 gtp_c + pppi_c,ok,ok,ok,ok,ok,ok
PPNCL2,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cmp_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
PPND,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c,ok,ok,ok,ok,ok,ok
PPNDH,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,ok,ok,ok,ok,ok,ok
PPPGO,1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c,ok,ok,ok,ok,ok,ok
PPS,atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c,ok,ok,ok,ok,ok,ok
PRAIS,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c,ok,ok,ok,ok,ok,ok
PRAIi,pran_c --> 2cpr5p_c,ok,ok,ok,ok,ok,ok
PRAMPC,h2o_c + prbamp_c --> prfp_c,ok,ok,ok,ok,ok,ok
PRASCSi,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
PRATPP,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c,ok,ok,ok,ok,ok,ok
PRFGS,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
PROD2,fad_c + pro__L_c --> 1pyr5c_c + fadh2_c + h_c,ok,ok,ok,P5CR,ok,ok
PROGLYabcpp,atp_c + h2o_c + progly_p --> adp_c + h_c + pi_c + progly_c,ok,ok,ok,ok,ok,ok
