reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test,loop_test,dead_end_test,dilution_test,pathway,,,
CTECOAI6,tdecoa_c <=> td2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
CTECOAI7,hdcoa_c <=> hdd2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
CTECOAI8,odecoa_c <=> od2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
CTI1,tde_2Z_coa_c <=> td2coa_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
CTPS1,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CTPS2,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CU2t4pp,cu2_c + h_p + k_p --> cu2_p + h_c + k_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CU2tex,cu2_e <=> cu2_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CU2tonex,cu2_e + h_p --> cu2_p + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
Cuabc,atp_c + cu2_e + h2o_c --> adp_c + cu2_c + h_c + pi_c,ok,ok,Cut1,N/A,N/A,ok,ok,ok,0,,,
CUabcpp,atp_c + cu2_p + h2o_c --> adp_c + cu2_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
Cut1,atp_c + cu2_c + h2o_c --> adp_c + cu2_e + h_c + pi_c,ok,ok,Cuabc,N/A,N/A,ok,ok,ok,0,,,
CYO1_KT,2.0 ficytc_c + 2.0 h_c + q8h2_c --> 2.0 focytc_c + 2.0 h_p + q8_c,ok,ok,ok,N/A,N/A,ok,ok,q8h2_c,ficytc_c,q8_c,focytc_c,2
CYS,h2s_c + ser__L_c <=> cys__L_c + h2o_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CYSabc2pp,atp_c + cys__L_c + h2o_c --> adp_c + cys__L_p + h_c + pi_c,ok,ok,CYSabcpp,N/A,N/A,ok,ok,ok,0,,,
CYSabcpp,atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c,ok,ok,CYSabc2pp,N/A,N/A,ok,ok,ok,0,,,
CYSDSF,cys__L_c <=> ala__L_c + s_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CYSS,acser_c + h2s_c --> ac_c + cys__L_c + h_c,CYSS_2,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CYSS_2,acser_c + h2s_c --> ac_c + cys__L_c + h_c,CYSS,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CYSTGL,cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CYSTS,hcys__L_c + ser__L_c --> cyst__L_c + h2o_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CYTB_B3,4.0 h_c + mql7_c + 0.5 o2_c --> h2o_c + 4.0 h_e + mqn7_c,ok,ok,ok,N/A,N/A,ok,ok,mql7_c,mqn7_c,31,,
CYTBD,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_e + q8_c,ok,ok,ok,N/A,N/A,ok,ok,q8h2_c,q8_c,2,,
CYTBD2pp,2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CYTBDpp,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c,ok,ok,CYTBO3_4pp,N/A,N/A,ok,ok,q8h2_c,q8_c,2,,
CYTBO3_4pp,4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c,ok,ok,CYTBDpp,N/A,N/A,ok,ok,q8h2_c,q8_c,2,,
CYTCAA3pp,2.0 focytc_c + 2.0 h_c + 0.5 o2_c --> 2.0 ficytc_c + h2o_c + 2.0 h_p,ok,ok,ok,N/A,N/A,ok,ok,focytc_c,ficytc_c,2,,
CYTDH,cytd_c + h2o_c --> csn_c + rib__D_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CYTDt2,cytd_e + h_e --> cytd_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CYTDt2pp,cytd_p + h_p --> cytd_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CYTDt4,cytd_e + na1_e --> cytd_c + na1_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CYTDtex,cytd_e <=> cytd_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
CYTK1,atp_c + cmp_c <=> adp_c + cdp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CYTK2,atp_c + dcmp_c <=> adp_c + dcdp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
CYTOM,amet_c + csn_c <=> 5mcsn_c + ahcys_c + h_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
D_LACt2pp,h_p + lac__D_p --> h_c + lac__D_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
D_LACtex,lac__D_e <=> lac__D_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DAAD,ala__D_c + fad_c + h2o_c --> fadh2_c + nh4_c + pyr_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
DAAD11,fad_c + h2o_c + tyr__D_c --> 34hpp_c + fadh2_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DAAD12,fad_c + h2o_c + val__D_c --> 3mob_c + fadh2_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DAAD2,arg__D_c + fad_c + h2o_c --> 5g2oxpt_c + fadh2_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DAAD3,fad_c + h2o_c + leu__D_c --> 4mop_c + fadh2_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DAAD4,fad_c + h2o_c + met__D_c --> 2kmb_c + fadh2_c + nh4_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
DAAD5,fad_c + h2o_c + orn__D_c --> 5a2opntn_c + fadh2_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DAAD7,fad_c + pro__D_c --> 1p2cbxl_c + fadh2_c + h_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
DAAD8,fad_c + h2o_c + ser__D_c --> fadh2_c + hpyr_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DADK,atp_c + damp_c <=> adp_c + dadp_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
DADNK,atp_c + dad_2_c --> adp_c + damp_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DADNt2,dad_2_e + h_e --> dad_2_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DADNt2pp,dad_2_p + h_p --> dad_2_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DADNtex,dad_2_e <=> dad_2_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DAGK120,12dgr120_c + atp_c --> adp_c + h_c + pa120_c,ok,ok,ok,N/A,N/A,ok,ok,12dgr120_c,pa120_c,18,,
DAGK140,12dgr140_c + atp_c --> adp_c + h_c + pa140_c,ok,ok,ok,N/A,N/A,ok,ok,12dgr140_c,pa140_c,15,,
DAGK141,12dgr141_c + atp_c --> adp_c + h_c + pa141_c,ok,ok,ok,N/A,N/A,ok,ok,12dgr141_c,pa141_c,16,,
DAGK160,12dgr160_c + atp_c --> adp_c + h_c + pa160_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DAGK161,12dgr161_c + atp_c --> adp_c + h_c + pa161_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DAGK180,12dgr180_c + atp_c --> adp_c + h_c + pa180_c,ok,ok,ok,N/A,N/A,ok,ok,12dgr180_c,pa180_c,8,,
DAGK181,12dgr181_c + atp_c --> adp_c + h_c + pa181_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DALAt2pp,ala__D_p + h_p --> ala__D_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ala__D_p,1,,,
DALAt2r,ala__D_e + h_e --> ala__D_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DAPDC,26dap__M_c + h_c --> co2_c + lys__L_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DAPE,26dap_LL_c <=> 26dap__M_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DAPtex,15dap_e <=> 15dap_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DARBt3ipp,arab__D_c + h_p --> arab__D_p + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DARBtex,arab__D_e <=> arab__D_p,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,
DASYN120,ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,pa120_c,cdpdddecg_c,18,,
DASYN140,ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,pa140_c,cdpdtdecg_c,15,,
DASYN141,ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,pa141_c,cdpdtdec7eg_c,16,,
DASYN160,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DASYN180,ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,pa180_c,cdpdodecg_c,8,,
DASYN181,ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DATPHs,datp_c + h2o_c + h_c --> ditp_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DB4PS,ru5p__D_c --> db4p_c + for_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,db4p_c,27,,,
DCAtex,dca_e <=> dca_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DCMPDA,dcmp_c + h2o_c + h_c --> dump_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DCTPD,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DCTPD2,ctp_c + h2o_c + h_c --> nh4_c + utp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DCYTD,dcyt_c + h2o_c + h_c --> duri_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DCYTt2,dcyt_e + h_e --> dcyt_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DCYTt2pp,dcyt_p + h_p --> dcyt_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DCYTtex,dcyt_e <=> dcyt_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DDCAtexi,ddca_e --> ddca_p,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DDGALK,2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DDGLCNt2r,2ddglcn_e + h_e --> 2ddglcn_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DDGLK,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DDPA,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DDPGALA,2dh3dgal6p_c <=> g3p_c + pyr_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DESAT16,h_c + nadph_c + o2_c + pmtcoa_c --> 2.0 h2o_c + hdcoa_c + nadp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DESAT18,h_c + nadph_c + o2_c + stcoa_c --> 2.0 h2o_c + nadp_c + odecoa_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DESATPE160,2.0 h_c + 2.0 nadph_c + 2.0 o2_c + pe160_c --> 4.0 h2o_c + 2.0 nadp_c + pe161_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DESATPG160,2.0 h_c + 2.0 nadph_c + 2.0 o2_c + pg160_c --> 4.0 h2o_c + 2.0 nadp_c + pg161_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DEXTRINt2,dextrin_e + h_e --> dextrin_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DGK1,atp_c + dgmp_c <=> adp_c + dgdp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DGNSK,atp_c + dgsn_c --> adp_c + dgmp_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DGSNt2pp,dgsn_p + h_p --> dgsn_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DGSNtex,dgsn_e <=> dgsn_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DGUNC,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DHAD1,23dhmb_c --> 3mob_c + h2o_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DHAD2,23dhmp_c --> 3mop_c + h2o_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DHAD3,23dhmp_c --> 2o3mpt_c + h2o_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DHAPT,dha_c + pep_c --> dhap_c + pyr_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DHBD,23ddhb_c + nad_c <=> 23dhb_c + h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DHBS,23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DHDPRx_r,23dhdp_c + h_c + nadh_c --> nad_c + thdp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DHDPRy,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DHDPS,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DHFR,dhf_c + h_c + nadph_c <=> nadp_c + thf_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DHFS,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,dhpt_c,7,,,
DHMPTR,dhmpt_c + h_c + nadph_c --> nadp_c + thmnp_c,ok,ok,ok,N/A,N/A,ok,ok,dhmpt_c,thmnp_c,38,,
DHNAOT_1,dhna_c + nad_c + octdp_c --> 2dmmq8_c + co2_c + nadh_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,dhna_c,2dmmq8_c,21,,
DHNPA_1,dhnpt_c --> 2ahhmp_c + gcald_c,ok,ok,ok,N/A,N/A,ok,ok,dhnpt_c,2ahhmp_c,7,,
DHNPA2r,dhnpt_c <=> 6hmhpt_c + gcald_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,dhnpt_c,6hmhpt_c,7,,
DHORD2,dhor__S_c + q8_c --> orot_c + q8h2_c,ok,ok,ok,N/A,N/A,ok,ok,q8_c,q8h2_c,2,,
DHORD5,dhor__S_c + mqn8_c --> mql8_c + orot_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DHORDfum,dhor__S_c + fum_c --> orot_c + succ_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DHORTS,dhor__S_c + h2o_c <=> cbasp_c + h_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,
DHPM1,56dura_c + h2o_c --> cala_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DHPPDA,25dhpp_c + h2o_c + h_c --> 5apru_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,25dhpp_c,5apru_c,27,,
DHPPDA2,25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c,ok,ok,ok,N/A,N/A,ok,ok,25drapp_c,5apru_c,27,,
DHPS,2ahhmp_c + 4abz_c --> dhpt_c + h2o_c,ok,ok,ok,N/A,N/A,ok,ok,2ahhmp_c,4abz_c,dhpt_c,7,
DHPS2,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,4abz_c,6hmhptpp_c,dhpt_c,7,
DHQS,2dda7p_c --> 3dhq_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DHQTi,3dhq_c --> 3dhsk_c + h2o_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DINSt2pp,din_p + h_p --> din_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DINStex,din_e <=> din_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DIPEPabc1,ala_L_asp__L_e + atp_c + h2o_c --> adp_c + ala_L_asp__L_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DIPEPabc10,atp_c + gly_glu__L_e + h2o_c --> adp_c + gly_glu__L_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DIPEPabc12,atp_c + h2o_c + met_L_ala__L_e --> adp_c + h_c + met_L_ala__L_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DIPEPabc13,atp_c + gly_asp__L_e + h2o_c --> adp_c + gly_asp__L_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DIPEPabc14,atp_c + gly_pro__L_e + h2o_c --> adp_c + gly_pro__L_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DIPEPabc15,atp_c + cgly_e + h2o_c --> adp_c + cgly_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DIPEPabc3,ala_L_glu__L_e + atp_c + h2o_c --> adp_c + ala_L_glu__L_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DIPEPabc8,atp_c + gly_asn__L_e + h2o_c --> adp_c + gly_asn__L_c + h_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DKMPPD3,dkmpp_c + 3.0 h2o_c + 2.0 nad_c --> 2kmb_c + for_c + 4.0 h_c + 2.0 nadh_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DLEUabcpp,atp_c + h2o_c + leu__D_p --> adp_c + h_c + leu__D_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DLEUtex,leu__D_e <=> leu__D_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DLYSAD,fad_c + h2o_c + lys__D_c --> 6a2ohxnt_c + fadh2_c + nh4_c,ok,ok,ok,N/A,N/A,in loop,ok,lys__D_c,6a2ohxnt_c,49,,
DLYSPYRAT,lys__D_c + pyr_c <=> 6a2ohxnt_c + ala__D_c,ok,ok,ok,N/A,N/A,in loop,only when going forwards,lys__D_c,6a2ohxnt_c,49,,
DMALRED,fad_c + mal__L_c --> fadh2_c + oaa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
DMATT,dmpp_c + ipdp_c --> grdp_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DMPPS,h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DNADDP,dnad_c + h2o_c --> amp_c + 2.0 h_c + nicrnt_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DNMPPA,dhpmp_c + h2o_c --> dhnpt_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,dhpmp_c,dhnpt_c,7,,
DNTAep,35dnta_c + h_p --> 35dnta_e + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DNTPPA,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ahdt_c,dhpmp_c,7,,
DORNabcpp,atp_c + h2o_c + orn__D_p --> adp_c + h_c + orn__D_c + pi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DORNtex,orn__D_e <=> orn__D_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DOXRBCNtex,doxrbcn_e <=> doxrbcn_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DOXRBCNtpp,doxrbcn_p + h_p --> doxrbcn_e + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DPCOAK,atp_c + dpcoa_c --> adp_c + coa_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DPR,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,ok,ok,ok,N/A,N/A,ok,ok,pant__R_c,9,,,
DRIBtex_1,5drib_c --> 5drib_e,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DSERDHr,nadp_c + ser__D_c <=> 2amsa_c + h_c + nadph_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
DSERt2pp,h_p + ser__D_p --> h_c + ser__D_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DSERtex,ser__D_e <=> ser__D_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DTARTD,tartr__D_c --> h2o_c + oaa_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DTMPK,atp_c + dtmp_c <=> adp_c + dtdp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DTYRt2rpp,h_p + tyr__D_p --> h_c + tyr__D_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DTYRtex,tyr__D_e <=> tyr__D_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DURAD,56dura_c + nadp_c <=> h_c + nadph_c + ura_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,
DURIK1,atp_c + duri_c --> adp_c + dump_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DURIt2,duri_e + h_e --> duri_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DURIt2pp,duri_p + h_p --> duri_c + h_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DURItex,duri_e <=> duri_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DVALabcpp,atp_c + h2o_c + val__D_p --> adp_c + h_c + pi_c + val__D_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DVALtex,val__D_e <=> val__D_p,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
DXPRIi,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
DXPS,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
E4PD,e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
ECOAH1,3hbcoa_c <=> b2coa_c + h2o_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
ECOAH1_1,3hbycoa_c <=> b2coa_c + h2o_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
ECOAH12,2mp2coa_c + h2o_c --> 3hibutcoa_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
ECOAH14,h2o_c + hp2coa_c <=> 3hhpcoa_c,ok,ok,ok,N/A,N/A,ok,only when going backwards,ok,0,,,
ECOAH15,h2o_c + nona2coa_c <=> 3hnonacoa_c,ok,ok,ok,N/A,N/A,in loop,only when going backwards,ok,0,,,
ECOAH2,3hhcoa_c <=> h2o_c + hx2coa_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
ECOAH25,3hvacccoa_c <=> h2o_c + vacc2coa_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,
ECOAH26,3hhdccoa_c <=> h2o_c + hd2coa_c,ok,ok,ok,N/A,N/A,in loop,only when going forwards,ok,0,,,
ECOAH27,3htdccoa_c <=> h2o_c + tde2coa_c,ok,ok,ok,N/A,N/A,in loop,only when going forwards,ok,0,,,
ECOAH28,3hddccoa_c <=> dde2coa_c + h2o_c,ok,ok,ok,N/A,N/A,in loop,only when going forwards,ok,0,,,
ECOAH29,3hodecoa_c <=> h2o_c + ode2coa_c,ok,ok,ok,N/A,N/A,in loop,only when going forwards,ok,0,,,
ECOAH3,3hocoa_c <=> h2o_c + oc2coa_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
ECOAH30,3hhdd7coa_c <=> h2o_c + hdd7_2_coa_c,ok,ok,ok,N/A,N/A,in loop,only when going forwards,ok,0,,,
ECOAH31,3hdd5coa_c <=> h2o_c + tded5_2_coa_c,ok,ok,ok,N/A,N/A,in loop,only when going forwards,ok,0,,,
ECOAH32,3hptslacoa_c <=> h2o_c + ptsla2coa_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,
ECOAH33,3hhdd4coa_c <=> h2o_c + hdd4_2_coa_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,
ECOAH34,3hlnlccoa_c <=> h2o_c + lnlc2coa_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,
ECOAH35,3hhd710coa_c <=> h2o_c + hd710_2_coa_c,ok,ok,ok,N/A,N/A,ok,only when going forwards,ok,0,,,
ECOAH4,3hdcoa_c <=> dc2coa_c + h2o_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
ECOAH5,3hddcoa_c <=> dd2coa_c + h2o_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
ECOAH5_1,3hddcoa_c <=> h2o_c + trans_dd2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
ECOAH6,3htdcoa_c <=> h2o_c + td2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
ECOAH7,3hhdcoa_c <=> h2o_c + hdd2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
ECOAH8,3hodcoa_c <=> h2o_c + od2coa_c,ok,ok,ok,N/A,N/A,in loop,ok,ok,0,,,
ECOAH9ir,2mb2coa_c + h2o_c --> 3hmbcoa_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
EDA,2ddg6p_c --> g3p_c + pyr_c,ok,ok,ok,N/A,N/A,ok,ok,ok,0,,,
